index,id,location,Address,Direction,Match Elements,Match Result,Match Level,Match Error,Match Period,geometry,Province,Prefecture,County,LEV1,LEV2,LEV3,LEV4,LEV5,BEG,END,Maximum Error Distance,Certainty,X,Y
555,181.0,修武县,['修武县'],,[['修武']],[{'county': 410821}],County,[],modern,POINT (113.25353098993187 35.333201968868536),['河南省'],['焦作市'],['修武县'],[],[],[],[],[],[],[],41.84330131676752,0.9917088914495836,113.25353098993187,35.333201968868536
556,181.0,河南省获嘉县,['河南省获嘉县'],,"[['河南', '获嘉']]",[{'county': 410724}],County,[],modern,POINT (113.63134816943477 35.19593376370737),['河南省'],['新乡市'],['获嘉县'],[],[],[],[],[],[],[],34.20392909358148,0.9932226072025538,113.63134816943477,35.19593376370737
557,182.0,魏国,['魏国'],,[['魏']],[{'county': 130434}],County,[],modern,POINT (114.93101940641381 36.2500108803376),['河北省'],['邯郸市'],['魏县'],[],[],[],[],[],[],[],44.368725312304846,0.9912084872313717,114.93101940641381,36.2500108803376
558,182.0,河南辉县,['河南辉县'],,"[['辉县', '河南']]",[{'LEV1': 'hvd_533'}],['县'],[],historic,POINT (113.79414 35.45868),['河南省'],['新乡市'],['辉县市'],['辉县'],['卫辉府'],['河南'],[],[],[1820],[1820],0.0011094899814819285,0.9999997801583149,113.79414,35.45868
559,183.0,秦,['秦'],,[['秦']],[{'LEV3': 'hvd_113649'}],['政权'],[],historic,POINT (108.85463 34.41219),[],[],[],[],['秦'],[],[],[],[-221.0],[-207.0],1.109483319813683,0.9997801596348764,108.85463,34.41219
560,183.0,河南荥阳东,['河南荥阳东'],东,"[['河南', '荥阳']]",[{'county': 410182}],County,[],modern,POINT (113.39968027785254 34.80274196294287),['河南省'],['郑州市'],['荥阳市'],[],[],[],[],[],[],[],45.427602023806365,0.990998674394423,113.39968027785254,34.80274196294287
561,183.0,魏国,['魏国'],,[['魏']],[{'county': 130434}],County,[],modern,POINT (114.93101940641381 36.2500108803376),['河北省'],['邯郸市'],['魏县'],[],[],[],[],[],[],[],44.368725312304846,0.9912084872313717,114.93101940641381,36.2500108803376
562,184.0,鄢陵,['鄢陵'],,[['鄢陵']],[{'county': 411024}],County,[],modern,POINT (114.17751412411593 34.01837218896118),['河南省'],['许昌市'],['鄢陵县'],[],[],[],[],[],[],[],52.127018826082406,0.9896712076271225,114.17751412411593,34.01837218896118
563,184.0,魏国,['魏国'],,[['魏']],[{'county': 130434}],County,[],modern,POINT (114.93101940641381 36.2500108803376),['河北省'],['邯郸市'],['魏县'],[],[],[],[],[],[],[],44.368725312304846,0.9912084872313717,114.93101940641381,36.2500108803376
564,184.0,梧县,['梧县'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
565,184.0,秦灭,['秦灭'],,[['秦']],[{'LEV3': 'hvd_113649'}],['政权'],[],historic,POINT (108.85463 34.41219),[],[],[],[],['秦'],[],[],[],[-221.0],[-207.0],1.109483319813683,0.9997801596348764,108.85463,34.41219
566,184.0,河南许昌,['河南许昌'],,"[['河南', '许昌']]",[{'prefecture': 4110}],Prefecture,[],modern,POINT (113.79553243972697 34.06355806060721),['河南省'],['许昌市'],['NA'],[],[],[],[],[],[],[],125.99374879965329,0.9750347650615893,113.79553243972697,34.06355806060721
567,186.0,韩,['韩'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
568,186.0,赵,['赵'],,[['赵']],[{'county': 130133}],County,[],modern,POINT (114.84986570556961 37.7772686779257),['河北省'],['石家庄市'],['赵县'],[],[],[],[],[],[],[],40.597044502895955,0.9919558330196878,114.84986570556961,37.7772686779257
569,187.0,北京市密云县,['北京市密云县'],,"[['北京', '密云']]",[{'county': 110118}],County,[],modern,POINT (116.95253418567754 40.50972493855905),['北京市'],['北京市辖区'],['密云区'],[],[],[],[],[],[],[],77.1266316149114,0.9847176189563476,116.95253418567754,40.50972493855905
570,187.0,天津市蓟县,['天津市蓟县'],,"[['天津', '蓟']]",[{'county': 120119}],County,[],modern,POINT (117.49261585476611 39.9984463212956),['天津市'],['天津市辖区'],['蓟州区'],[],[],[],[],[],[],[],57.548937820458576,0.9885968727271675,117.49261585476611,39.9984463212956
571,187.0,辽西郡,['辽西郡'],,"[['西郡'], ['辽西']]","[{'LEV2': 'hvd_115962'}, {'LEV2': 'hvd_115550'}]","['郡', '郡']",['Multiple Matches'],historic,,['云南省'],['普洱市'],['西盟佤族自治县'],[],"['西郡', '辽西郡']",[],[],[],"[205.0, -201.0]","[546.0, 317.0]",,,,
572,187.0,辽西,['辽西'],西,[['辽']],[{'LEV2': 'hvd_113640'}],['政权'],[],historic,POINT (119.64656 43.79707),[],[],[],[],['辽'],[],[],[],[947.0],[1124.0],9.410335799104093,0.9981353738077312,119.64656,43.79707
573,187.0,上谷郡,['上谷郡'],,[['上谷']],[{'LEV2': 'hvd_88284'}],['郡'],[],historic,POINT (115.49348 39.34904),[],[],[],[],['上谷郡'],['唐'],[],[],[742.0],[757.0],3.2644195576830795,0.9993531663120471,115.49348,39.34904
574,187.0,秦定,['秦定'],,[['定']],[{'county': 130682}],County,[],modern,POINT (115.03768408442298 38.47828399727395),['河北省'],['保定市'],['定州市'],[],[],[],[],[],[],[],52.01295936683398,0.9896938081229741,115.03768408442298,38.47828399727395
575,187.0,渔阳,['渔阳'],,[['渔阳']],[{'LEV2': 'hvd_116133'}],['郡'],[],historic,POINT (116.84046 40.37148),[],[],[],[],['渔阳郡'],[],[],[],[-201.0],[264.0],8.883856997107728,0.9982396938006447,116.84046,40.37148
576,187.0,赵,['赵'],,[['赵']],[{'county': 130133}],County,[],modern,POINT (114.84986570556961 37.7772686779257),['河北省'],['石家庄市'],['赵县'],[],[],[],[],[],[],[],40.597044502895955,0.9919558330196878,114.84986570556961,37.7772686779257
577,187.0,阳乐,['阳乐'],,[['阳乐']],[{'LEV1': 'hvd_40975'}],['县'],[],historic,POINT (114.5534 28.29544),[],[],[],['阳乐县'],['豫章郡'],['东汉'],[],[],[225],[279],2.807320601497702,0.9994437389233074,114.5534,28.29544
578,187.0,王喜,['王喜'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
579,187.0,无终,['无终'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
580,187.0,燕上谷,['燕上谷'],,[['上谷']],[{'LEV2': 'hvd_88284'}],['郡'],[],historic,POINT (115.49348 39.34904),[],[],[],[],['上谷郡'],['唐'],[],[],[742.0],[757.0],3.2644195576830795,0.9993531663120471,115.49348,39.34904
581,187.0,沮阳,['沮阳'],,[['沮阳']],[{'LEV1': 'hvd_45958'}],['县'],[],historic,POINT (111.28391 31.58161),[],[],[],['沮阳县'],[],[],[],[],[420],[553],4.627143051511317,0.9990831472634543,111.28391,31.58161
582,187.0,辽宁省义县,['辽宁省义县'],,"[['辽宁', '义']]",[{'county': 210727}],County,[],modern,POINT (121.2822533670068 41.558568996080595),['辽宁省'],['锦州市'],['义县'],[],[],[],[],[],[],[],86.78088543810611,0.9828046612330692,121.2822533670068,41.558568996080595
583,187.0,秦,['秦'],,[['秦']],[{'LEV3': 'hvd_113649'}],['政权'],[],historic,POINT (108.85463 34.41219),[],[],[],[],['秦'],[],[],[],[-221.0],[-207.0],1.109483319813683,0.9997801596348764,108.85463,34.41219
584,187.0,河北省怀来县,['河北省怀来县'],,"[['河北', '怀来']]",[{'county': 130730}],County,[],modern,POINT (115.68670829003128 40.330300763402946),['河北省'],['张家口市'],['怀来县'],[],[],[],[],[],[],[],61.43451424594982,0.9878269589079685,115.68670829003128,40.330300763402946
585,187.0,北平,['北平'],,[['北平']],[{'LEV3': 'hvd_112036'}],['行省'],[],historic,POINT (116.368 39.93143),['山东省'],['青岛市'],['市北区'],[],[],['北平行省'],['明'],[],[1369.0],[1376.0],8.129132650509794,0.9983892398757958,116.368,39.93143
586,187.0,北平郡,['北平郡'],,[['北平']],[{'LEV3': 'hvd_112036'}],['行省'],[],historic,POINT (116.368 39.93143),['山东省'],['青岛市'],['市北区'],[],[],['北平行省'],['明'],[],[1369.0],[1376.0],8.129132650509794,0.9983892398757958,116.368,39.93143
587,187.0,上谷,['上谷'],,[['上谷']],[{'LEV2': 'hvd_88284'}],['郡'],[],historic,POINT (115.49348 39.34904),[],[],[],[],['上谷郡'],['唐'],[],[],[742.0],[757.0],3.2644195576830795,0.9993531663120471,115.49348,39.34904
588,187.0,渔阳郡,['渔阳郡'],,[['渔阳']],[{'LEV2': 'hvd_116133'}],['郡'],[],historic,POINT (116.84046 40.37148),[],[],[],[],['渔阳郡'],[],[],[],[-201.0],[264.0],8.883856997107728,0.9982396938006447,116.84046,40.37148
589,188.0,辽西郡,['辽西郡'],,"[['西郡'], ['辽西']]","[{'LEV2': 'hvd_115962'}, {'LEV2': 'hvd_115550'}]","['郡', '郡']",['Multiple Matches'],historic,,['云南省'],['普洱市'],['西盟佤族自治县'],[],"['西郡', '辽西郡']",[],[],[],"[205.0, -201.0]","[546.0, 317.0]",,,,
590,188.0,秦,['秦'],,[['秦']],[{'LEV3': 'hvd_113649'}],['政权'],[],historic,POINT (108.85463 34.41219),[],[],[],[],['秦'],[],[],[],[-221.0],[-207.0],1.109483319813683,0.9997801596348764,108.85463,34.41219
591,188.0,河北省,['河北省'],,[['河北']],[{'province': 13}],Province,[],modern,POINT (115.65162575987003 39.307581016117936),['河北省'],['NA'],['NA'],[],[],[],[],[],[],[],776.9062926681551,0.8460586473029561,115.65162575987003,39.307581016117936
592,189.0,辽宁省辽阳市,['辽宁省辽阳市'],,"[['辽宁', '辽阳']]",[{'prefecture': 2110}],Prefecture,[],modern,POINT (123.39738618214825 41.169579119757856),['辽宁省'],['辽阳市'],['NA'],[],[],[],[],[],[],[],98.46942599773415,0.9804886164773704,123.39738618214825,41.169579119757856
593,189.0,襄坪,['襄坪'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
594,189.0,秦拔辽东郡,['秦拔辽东郡'],,"[['东郡', '秦'], ['辽东', '秦']]","[{'LEV2': 'hvd_112484'}, {'LEV1': 'hvd_112663'}]","['郡', '郡']",['Multiple Matches'],historic,,[],[],[],['辽东郡'],"['东郡', '秦']",['秦'],[],[],"[-242.0, -222]","[-196.0, -202]",,,,
595,189.0,北平,['北平'],,[['北平']],[{'LEV3': 'hvd_112036'}],['行省'],[],historic,POINT (116.368 39.93143),['山东省'],['青岛市'],['市北区'],[],[],['北平行省'],['明'],[],[1369.0],[1376.0],8.129132650509794,0.9983892398757958,116.368,39.93143
596,189.0,渔阳,['渔阳'],,[['渔阳']],[{'LEV2': 'hvd_116133'}],['郡'],[],historic,POINT (116.84046 40.37148),[],[],[],[],['渔阳郡'],[],[],[],[-201.0],[264.0],8.883856997107728,0.9982396938006447,116.84046,40.37148
597,189.0,辽西,['辽西'],西,[['辽']],[{'LEV2': 'hvd_113640'}],['政权'],[],historic,POINT (119.64656 43.79707),[],[],[],[],['辽'],[],[],[],[947.0],[1124.0],9.410335799104093,0.9981353738077312,119.64656,43.79707
598,189.0,襄平县,['襄平县'],,"[['襄平'], ['平县']]","[{'LEV1': 'hvd_82155'}, {'LEV1': 'hvd_82883'}]","['县', '县']",['Multiple Matches'],historic,,[],[],[],"['襄平县', '平县']","['陈留郡', '河南郡']",['西汉'],[],[],"[14, -205]","[22, 13]",,,,
599,189.0,上谷,['上谷'],,[['上谷']],[{'LEV2': 'hvd_88284'}],['郡'],[],historic,POINT (115.49348 39.34904),[],[],[],[],['上谷郡'],['唐'],[],[],[742.0],[757.0],3.2644195576830795,0.9993531663120471,115.49348,39.34904
600,189.0,襄平,['襄平'],,[['襄平']],[{'LEV1': 'hvd_82155'}],['县'],[],historic,POINT (115.06597 34.4305),[],[],[],['襄平县'],['陈留郡'],[],[],[],[14],[22],7.260805827182603,0.9985612958972588,115.06597,34.4305
601,189.0,辽东郡,['辽东郡'],,"[['东郡'], ['辽东']]","[{'LEV2': 'hvd_115179'}, {'LEV1': 'hvd_79325'}]","['郡', '省']",['Multiple Matches'],historic,,[],[],[],['辽东'],"['东郡', '清']",[],[],[],"[22.0, 1662]","[582.0, 1664]",,,,
602,190.0,,['nan'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
603,191.0,楚,['楚'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
604,191.0,邓县,['邓县'],,[['邓县']],[{'LEV1': 'hvd_45652'}],['县'],[],historic,POINT (112.09982 32.08813),['河南省'],['南阳市'],['邓州市'],['邓县'],['南阳郡'],[],[],[],[-272],[216],5.693362809470346,0.9988718794267003,112.09982,32.08813
605,191.0,湖北省襄樊市,['湖北省襄樊市'],,[['湖北']],[{'province': 42}],Province,[],modern,POINT (112.96002501880612 31.152191210560233),['湖北省'],['NA'],['NA'],[],[],[],[],[],[],[],750.73917366521,0.8512435733790001,112.96002501880612,31.152191210560233
606,191.0,楚县,['楚县'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
607,192.0,湖阳,['湖阳'],,[['湖阳']],[{'LEV1': 'hvd_82644'}],['县'],[],historic,POINT (112.745 32.40853),[],[],[],['湖阳县'],['南阳郡'],['秦'],[],[],[-272],[265],6.1995211941420205,0.9987715858557116,112.745,32.40853
608,192.0,河南省唐河县,['河南省唐河县'],,"[['河南', '唐河']]",[{'county': 411328}],County,[],modern,POINT (112.8865472925938 32.62589327697061),['河南省'],['南阳市'],['唐河县'],[],[],[],[],[],[],[],79.25960938735419,0.9842949766291309,112.8865472925938,32.62589327697061
609,192.0,湖阳县,['湖阳县'],,[['湖阳']],[{'LEV1': 'hvd_82644'}],['县'],[],historic,POINT (112.745 32.40853),[],[],[],['湖阳县'],['南阳郡'],['秦'],[],[],[-272],[265],6.1995211941420205,0.9987715858557116,112.745,32.40853
610,193.0,楚国县,['楚国县'],,[['楚国']],[{'LEV2': 'hvd_33421'}],['侯国'],[],historic,POINT (117.18768 34.26963),[],[],[],[],['楚国'],['西汉'],[],[],[-154.0],[-70.0],8.999699889883232,0.9982167399234751,117.18768,34.26963
611,193.0,秦,['秦'],,[['秦']],[{'LEV3': 'hvd_113649'}],['政权'],[],historic,POINT (108.85463 34.41219),[],[],[],[],['秦'],[],[],[],[-221.0],[-207.0],1.109483319813683,0.9997801596348764,108.85463,34.41219
612,193.0,楚郧县,['楚郧县'],,[['郧县']],[{'LEV1': 'hvd_626'}],['县'],[],historic,POINT (110.814 32.834),['湖北省'],['十堰市'],['郧西县'],['郧县'],['郧阳府'],['湖北'],[],[],[1820],[1820],0.028849588288607935,0.9999942835517129,110.814,32.834
613,193.0,湖北省潜江市,['湖北省潜江市'],,"[['湖北', '潜江']]",[{'county': 429005}],County,[],modern,POINT (112.75050445102605 30.37152483342752),['湖北省'],['省直辖县级行政单位'],['潜江市'],[],[],[],[],[],[],[],63.57980173651369,0.9874018774517644,112.75050445102605,30.37152483342752
614,193.0,竟陵,['竟陵'],,[['竟陵']],[{'LEV1': 'hvd_34381'}],['郡'],[],historic,POINT (113.2366 30.18954),['山东省'],['德州市'],['陵城区'],['竟陵郡'],[],[],[],[],[742],[757],6.6167501227763745,0.9986889133554829,113.2366,30.18954
615,193.0,竟陵县,['竟陵县'],,"[['陵县'], ['竟陵']]","[{'LEV1': 'hvd_1000'}, {'LEV1': 'hvd_34381'}]","['县', '郡']",['Multiple Matches'],historic,,['山东省'],['德州市'],['陵城区'],"['陵县', '竟陵郡']",['济南府'],['山东'],[],[],"[1820, 742]","[1820, 757]",,,,
616,194.0,楚县,['楚县'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
617,194.0,秦,['秦'],,[['秦']],[{'LEV3': 'hvd_113649'}],['政权'],[],historic,POINT (108.85463 34.41219),[],[],[],[],['秦'],[],[],[],[-221.0],[-207.0],1.109483319813683,0.9997801596348764,108.85463,34.41219
618,194.0,河南省鹿邑县,['河南省鹿邑县'],,"[['河南', '鹿邑']]",[{'county': 411628}],County,[],modern,POINT (115.31269215707928 33.92281302427526),['河南省'],['周口市'],['鹿邑县'],[],[],[],[],[],[],[],60.25245178122582,0.9880611805850347,115.31269215707928,33.92281302427526
619,194.0,苦县,['苦县'],,[['苦县']],[{'LEV1': 'hvd_82089'}],['县'],[],historic,POINT (115.48136 33.86077),[],[],[],['苦县'],['楚国'],[],[],[],[-479],[13],7.221552742219025,0.9985690737632047,115.48136,33.86077
620,195.0,楚县,['楚县'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
621,195.0,河南省淮滨县,['河南省淮滨县'],,"[['河南', '淮滨']]",[{'county': 411527}],County,[],modern,POINT (115.31412286503618 32.46081562194832),['河南省'],['信阳市'],['淮滨县'],[],[],[],[],[],[],[],55.69217627928692,0.9889647837429248,115.31412286503618,32.46081562194832
622,195.0,秦,['秦'],,[['秦']],[{'LEV3': 'hvd_113649'}],['政权'],[],historic,POINT (108.85463 34.41219),[],[],[],[],['秦'],[],[],[],[-221.0],[-207.0],1.109483319813683,0.9997801596348764,108.85463,34.41219
623,195.0,思县,['思县'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
624,195.0,思乡,['思乡'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
625,195.0,楚,['楚'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
626,196.0,沈县,['沈县'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
627,196.0,秦,['秦'],,[['秦']],[{'LEV3': 'hvd_113649'}],['政权'],[],historic,POINT (108.85463 34.41219),[],[],[],[],['秦'],[],[],[],[-221.0],[-207.0],1.109483319813683,0.9997801596348764,108.85463,34.41219
628,196.0,安徽省临泉县,['安徽省临泉县'],,"[['安徽', '临泉']]",[{'county': 341221}],County,[],modern,POINT (115.32828737405632 32.85900566936147),['安徽省'],['阜阳市'],['临泉县'],[],[],[],[],[],[],[],71.345042247318,0.9858632213235643,115.32828737405632,32.85900566936147
629,197.0,湖北省宜城市,['湖北省宜城市'],,"[['湖北', '宜城']]",[{'county': 420684}],County,[],modern,POINT (112.40848498654628 31.67562340909594),['湖北省'],['襄阳市'],['宜城市'],[],[],[],[],[],[],[],77.6579610638108,0.9846123378241657,112.40848498654628,31.67562340909594
630,197.0,楚县,['楚县'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
631,198.0,,['nan'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
632,199.0,河南省西峡县,['河南省西峡县'],,"[['河南', '西峡']]",[{'county': 411323}],County,[],modern,POINT (111.33477339151108 33.463616943856806),['河南省'],['南阳市'],['西峡县'],[],[],[],[],[],[],[],87.43215001714287,0.9826756153607332,111.33477339151108,33.463616943856806
633,200.0,河南省叶县南,['河南省叶县南'],南,"[['叶县', '河南']]",[{'LEV1': 'hvd_598'}],['县'],[],historic,POINT (113.34553 33.6233),['河南省'],['平顶山市'],['叶县'],['叶县'],['南阳府'],['河南'],[],[],[1820],[1820],4.515929743701452,0.9991051838040304,113.34553,33.6233
634,200.0,南阳郡,['南阳郡'],,[['南阳']],[{'prefecture': 4113}],Prefecture,[],modern,POINT (112.18605667760141 33.06080863027986),['河南省'],['南阳市'],['NA'],[],[],[],[],[],[],[],281.5621607697731,0.9442094107021022,112.18605667760141,33.06080863027986
635,200.0,叶县,['叶县'],,[['叶县']],[{'LEV1': 'hvd_598'}],['县'],[],historic,POINT (113.34553 33.6233),['河南省'],['平顶山市'],['叶县'],['叶县'],['南阳府'],['河南'],[],[],[1820],[1820],4.515929743701452,0.9991051838040304,113.34553,33.6233
636,201.0,湖北省老河口,['湖北省老河口'],,"[['湖北', '老河口']]",[{'county': 420682}],County,[],modern,POINT (111.81923175985168 32.42381200432405),['湖北省'],['襄阳市'],['老河口市'],[],[],[],[],[],[],[],51.663577933659084,0.9897630368715861,111.81923175985168,32.42381200432405
637,202.0,楚县,['楚县'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
638,202.0,秦,['秦'],,[['秦']],[{'LEV3': 'hvd_113649'}],['政权'],[],historic,POINT (108.85463 34.41219),[],[],[],[],['秦'],[],[],[],[-221.0],[-207.0],1.109483319813683,0.9997801596348764,108.85463,34.41219
639,202.0,河南省息县,['河南省息县'],,"[['息县', '河南']]",[{'LEV1': 'hvd_617'}],['县'],[],historic,POINT (114.72909 32.34243),['河南省'],['信阳市'],['息县'],['息县'],['光州'],['河南'],[],[],[1820],[1820],3.9742886596587694,0.9992125081518194,114.72909,32.34243
640,202.0,息县,['息县'],,[['息县']],[{'LEV1': 'hvd_617'}],['县'],[],historic,POINT (114.72909 32.34243),['河南省'],['信阳市'],['息县'],['息县'],['光州'],['河南'],[],[],[1820],[1820],3.9742886596587694,0.9992125081518194,114.72909,32.34243
641,202.0,楚南阳郡,['楚南阳郡'],,[['南阳']],[{'prefecture': 4113}],Prefecture,[],modern,POINT (112.18605667760141 33.06080863027986),['河南省'],['南阳市'],['NA'],[],[],[],[],[],[],[],281.5621607697731,0.9442094107021022,112.18605667760141,33.06080863027986
642,202.0,息本,['息本'],,[['息']],[{'county': 411528}],County,[],modern,POINT (114.86761497435451 32.40795980047218),['河南省'],['信阳市'],['息县'],[],[],[],[],[],[],[],63.42386929632447,0.9874327749370836,114.86761497435451,32.40795980047218
643,203.0,楚县,['楚县'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
644,203.0,武城县,['武城县'],,[['武城']],[{'county': 371428}],County,[],modern,POINT (116.0936134987522 37.23694406227288),['山东省'],['德州市'],['武城县'],[],[],[],[],[],[],[],47.354701157831926,0.9906168262226772,116.0936134987522,37.23694406227288
645,203.0,武城,['武城'],,[['武城']],[{'county': 371428}],County,[],modern,POINT (116.0936134987522 37.23694406227288),['山东省'],['德州市'],['武城县'],[],[],[],[],[],[],[],47.354701157831926,0.9906168262226772,116.0936134987522,37.23694406227288
646,203.0,河南省信阳市,['河南省信阳市'],,"[['河南', '信阳']]",[{'prefecture': 4115}],Prefecture,[],modern,POINT (114.84027731732934 32.0441970512676),['河南省'],['信阳市'],['NA'],[],[],[],[],[],[],[],217.99362149396168,0.9568053016318638,114.84027731732934,32.0441970512676
647,204.0,楚县,['楚县'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
648,204.0,湖北省竹山县,['湖北省竹山县'],,"[['湖北', '竹山']]",[{'county': 420323}],County,[],modern,POINT (110.17542338040636 32.07901320445896),['湖北省'],['十堰市'],['竹山县'],[],[],[],[],[],[],[],125.85399421180506,0.9750624569602159,110.17542338040636,32.07901320445896
649,204.0,秦,['秦'],,[['秦']],[{'LEV3': 'hvd_113649'}],['政权'],[],historic,POINT (108.85463 34.41219),[],[],[],[],['秦'],[],[],[],[-221.0],[-207.0],1.109483319813683,0.9997801596348764,108.85463,34.41219
650,205.0,湖北省随州市,['湖北省随州市'],,"[['湖北', '随州']]",[{'prefecture': 4213}],Prefecture,[],modern,POINT (113.40714536481974 31.893582994913427),['湖北省'],['随州市'],['NA'],[],[],[],[],[],[],[],138.2134945216437,0.9726134638006654,113.40714536481974,31.893582994913427
651,206.0,湖北省宜城县,['湖北省宜城县'],,"[['湖北', '宜城']]",[{'county': 420684}],County,[],modern,POINT (112.40848498654628 31.67562340909594),['湖北省'],['襄阳市'],['宜城市'],[],[],[],[],[],[],[],77.6579610638108,0.9846123378241657,112.40848498654628,31.67562340909594
652,206.0,宜城县,['宜城县'],,[['宜城']],[{'county': 420684}],County,[],modern,POINT (112.40848498654628 31.67562340909594),['湖北省'],['襄阳市'],['宜城市'],[],[],[],[],[],[],[],77.6579610638108,0.9846123378241657,112.40848498654628,31.67562340909594
653,207.0,,['nan'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
654,208.0,秦,['秦'],,[['秦']],[{'LEV3': 'hvd_113649'}],['政权'],[],historic,POINT (108.85463 34.41219),[],[],[],[],['秦'],[],[],[],[-221.0],[-207.0],1.109483319813683,0.9997801596348764,108.85463,34.41219
655,208.0,平舆）县,['平舆）县'],,[['平舆']],[{'county': 411723}],County,[],modern,POINT (114.62813044872894 32.94796881069685),['河南省'],['驻马店市'],['平舆县'],[],[],[],[],[],[],[],50.688347192945876,0.9899562755424965,114.62813044872894,32.94796881069685
656,208.0,河南省平舆县北,['河南省平舆县北'],北,"[['河南', '平舆']]",[{'county': 411723}],County,[],modern,POINT (114.6141132524672 33.090581254088775),['河南省'],['驻马店市'],['平舆县'],[],[],[],[],[],[],[],50.688347192945876,0.9899562755424965,114.6141132524672,33.090581254088775
657,208.0,平县,['平县'],,[['平县']],[{'LEV1': 'hvd_82883'}],['县'],[],historic,POINT (112.94897 34.81825),[],[],[],['平县'],['河南郡'],['西汉'],[],[],[-205],[13],0.8288793643920709,0.9998357603590274,112.94897,34.81825
658,208.0,沈国,['沈国'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
659,208.0,平舆县,['平舆县'],,[['平舆']],[{'county': 411723}],County,[],modern,POINT (114.62813044872894 32.94796881069685),['河南省'],['驻马店市'],['平舆县'],[],[],[],[],[],[],[],50.688347192945876,0.9899562755424965,114.62813044872894,32.94796881069685
660,209.0,山东省莒县,['山东省莒县'],,"[['山东', '莒']]",[{'county': 371122}],County,[],modern,POINT (118.94914208359154 35.702241869277174),['山东省'],['日照市'],['莒县'],[],[],[],[],[],[],[],79.00482759761026,0.9843454607785398,118.94914208359154,35.702241869277174
661,209.0,齐,['齐'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
662,209.0,莒,['莒'],,[['莒']],[{'county': 371122}],County,[],modern,POINT (118.94914208359154 35.702241869277174),['山东省'],['日照市'],['莒县'],[],[],[],[],[],[],[],79.00482759761026,0.9843454607785398,118.94914208359154,35.702241869277174
663,209.0,楚,['楚'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
664,209.0,山东省胶州市,['山东省胶州市'],,"[['山东', '胶州']]",[{'county': 370281}],County,[],modern,POINT (119.98411603226779 36.26730624367353),['山东省'],['青岛市'],['胶州市'],[],[],[],[],[],[],[],65.01276047904902,0.9871179415263295,119.98411603226779,36.26730624367353
