,index,id,NAME_PY,NAME_CH,NAME_FT,X_COOR,Y_COOR,PRES_LOC,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,BEG_RULE,END_YR,END_RULE,NOTE_ID,OBJ_TYPE,SYS_ID,GEO_SRC,COMPILER,GEOCOMPLR,CHECKER,END_DATE,BEG_CHG_TY,END_CHG_TY,Address,Direction,Match Elements,Match Result,Match Level,Match Error,Match Period,geometry,Province,Prefecture,County,Maximum Error Distance,Certainty,X,Y,error_distance,closeness,target_toponym
2039,2039,2039,Jinning Zhou,晋宁州,晉寧州,110.4956,38.02329,今陕西佳县,Jun,军,3.0,1182,,1183,,0,POINT,211400,FROM_FD,,,,,更名,更名,['今陕西佳县'],,"[['陕西', '佳']]",[{'county': 610828}],County,[],modern,POINT (110.32095219003554 38.066537447817296),['陕西省'],['榆林市'],['佳县'],90.61111991910852,0.9820457132328833,110.32095219003554,38.066537447817296,16.06437128588064,0.9244302535969255,晋宁州
2040,2040,2040,Jia Zhou,葭州,葭州,110.4956,38.02329,今陕西佳县,Zhou,州,3.0,1184,,1217,,0,POINT,211401,FROM_FD,,,,,更名,撤销,['今陕西佳县'],,"[['陕西', '佳']]",[{'county': 610828}],County,[],modern,POINT (110.32095219003554 38.066537447817296),['陕西省'],['榆林市'],['佳县'],90.61111991910852,0.9820457132328833,110.32095219003554,38.066537447817296,16.06437128588064,0.9244302535969255,葭州
2041,2041,2041,Jia Zhou,葭州,葭州,110.4956,38.02329,今陕西佳县,Zhilizhou,直隶州,3.0,1725,,1735,,0,POINT,211402,FROM_FD,,,,,新建,撤销,['今陕西佳县'],,"[['陕西', '佳']]",[{'county': 610828}],County,[],modern,POINT (110.32095219003554 38.066537447817296),['陕西省'],['榆林市'],['佳县'],90.61111991910852,0.9820457132328833,110.32095219003554,38.066537447817296,16.06437128588064,0.9244302535969255,葭州
2042,2042,2042,Yin Zhou,银州,銀州,109.2916,37.95929,今陕西横山县东党盆,Zhou,州,3.0,562,,605,,0,POINT,211403,FROM_FD,,,,,新建,撤销,['今陕西横山县东党盆'],,"[['陕西', '横山']]",[{'county': 610803}],County,[],modern,POINT (109.47399015281832 37.800669335706864),['陕西省'],['榆林市'],['横山区'],101.11273215602348,0.9799648543075442,109.47399015281832,37.800669335706864,23.820979959941717,0.8691929513212374,银州
2043,2043,2043,Yin Zhou,银州,銀州,109.2916,37.95929,今陕西横山县东党盆,Zhou,州,3.0,628,,741,,0,POINT,211404,FROM_FD,,,,,新建,更名,['今陕西横山县东党盆'],,"[['陕西', '横山']]",[{'county': 610803}],County,[],modern,POINT (109.47399015281832 37.800669335706864),['陕西省'],['榆林市'],['横山区'],101.11273215602348,0.9799648543075442,109.47399015281832,37.800669335706864,23.820979959941717,0.8691929513212374,银州
2044,2044,2044,Yinchuan Jun,银川郡,銀川郡,109.2916,37.95929,今陕西横山县东党盆,Jun,郡,3.0,742,,757,,116093,POINT,212274,FROM_FD,,,,,更名,更名,['今陕西横山县东党盆'],,"[['陕西', '横山']]",[{'county': 610803}],County,[],modern,POINT (109.47399015281832 37.800669335706864),['陕西省'],['榆林市'],['横山区'],101.11273215602348,0.9799648543075442,109.47399015281832,37.800669335706864,23.820979959941717,0.8691929513212374,银川郡
2045,2045,2045,Yulin Wei,榆林卫,榆林衛,109.75387,38.29471,今陕西榆林县,Fu,府,3.0,1471,,1723,,0,POINT,211405,FROM_FD,,,,,新建,更名,['今陕西榆林县'],,"[['陕西', '榆林']]",[{'prefecture': 6108}],Prefecture,[],modern,POINT (109.72614375320131 38.2146241519104),['陕西省'],['榆林市'],['NA'],447.23517984244506,0.9113818626411112,109.72614375320131,38.2146241519104,9.214935046470167,0.9989528696470231,榆林卫
2046,2046,2046,Yulin Fu,榆林府,榆林府,109.75387,38.29471,今陕西榆林县,Fu,府,3.0,1730,,1911,,0,POINT,211406,FROM_FD,,,,,更名,数据下限,['今陕西榆林县'],,"[['陕西', '榆林']]",[{'prefecture': 6108}],Prefecture,[],modern,POINT (109.72614375320131 38.2146241519104),['陕西省'],['榆林市'],['NA'],447.23517984244506,0.9113818626411112,109.72614375320131,38.2146241519104,9.214935046470167,0.9989528696470231,榆林府
2047,2047,2047,Fucheng Jun,鄜城郡,鄜城郡,109.36716,35.99563,今陕西富县,Jun,郡,3.0,607,,609,,0,POINT,211407,FROM_FD,,,,,更名和治所迁移,更名,['今陕西富县'],,"[['陕西', '富']]",[{'county': 610628}],County,[],modern,POINT (109.19760621163135 36.07392656651848),['陕西省'],['延安市'],['富县'],117.07592963779088,0.9768018007489564,109.19760621163137,36.07392656651848,17.577892129409477,0.9454026981561415,鄜城郡
2048,2048,2048,Fu Zhou,鄜州,鄜州,109.24882,35.54635,今陕西富县,Zhou,州,3.0,618,,741,,0,POINT,211408,FROM_FD,,,,,更名,更名,['今陕西富县'],,"[['陕西', '富']]",[{'county': 610628}],County,[],modern,POINT (109.19760621163135 36.07392656651848),['陕西省'],['延安市'],['富县'],117.07592963779088,0.9768018007489564,109.19760621163137,36.07392656651848,58.72022522008021,0.4975546397260201,鄜州
2049,2049,2049,Luojiao Jun,洛交郡,洛交郡,109.36716,35.99563,今陕西富县,Jun,郡,3.0,742,,757,,0,POINT,211409,FROM_FD,,,,,更名,更名,['今陕西富县'],,"[['陕西', '富']]",[{'county': 610628}],County,[],modern,POINT (109.19760621163135 36.07392656651848),['陕西省'],['延安市'],['富县'],117.07592963779088,0.9768018007489564,109.19760621163137,36.07392656651848,17.577892129409477,0.9454026981561415,洛交郡
2050,2050,2050,Fu Zhou,鄜州,鄜州,109.36716,35.99563,今陕西富县,Zhou,州,3.0,758,,1268,,0,POINT,211410,FROM_FD,,,,,更名,撤销,['今陕西富县'],,"[['陕西', '富']]",[{'county': 610628}],County,[],modern,POINT (109.19760621163135 36.07392656651848),['陕西省'],['延安市'],['富县'],117.07592963779088,0.9768018007489564,109.19760621163137,36.07392656651848,17.577892129409477,0.9454026981561415,鄜州
2051,2051,2051,Fu Zhou,鄜州,鄜州,109.36716,35.99563,今陕西富县,Zhilizhou,直隶州,3.0,1725,,1911,,0,POINT,211411,FROM_FD,,,,,新建,数据下限,['今陕西富县'],,"[['陕西', '富']]",[{'county': 610628}],County,[],modern,POINT (109.19760621163135 36.07392656651848),['陕西省'],['延安市'],['富县'],117.07592963779088,0.9768018007489564,109.19760621163137,36.07392656651848,17.577892129409477,0.9454026981561415,鄜州
2052,2052,2052,Shang Jun,上郡,上郡,109.367374,35.995607,今陕西富县,Jun,郡,3.0,610,,617,,0,POINT,211412,FROM_FD,,,,,更名,更名,['今陕西富县'],,"[['陕西', '富']]",[{'county': 610628}],County,[],modern,POINT (109.19760621163135 36.07392656651848),['陕西省'],['延安市'],['富县'],117.07592963779088,0.9768018007489564,109.19760621163137,36.07392656651848,17.59592316314084,0.9452927209196331,上郡
2053,2053,2053,Fang Zhou,坊州,坊州,109.257717,35.583707,今陕西黄陵县,Zhou,州,3.0,619,,741,,111045,POINT,212552,FROM_FD,,,,,新建,更名,['今陕西黄陵县'],,"[['陕西', '黄陵']]",[{'county': 610632}],County,[],modern,POINT (108.97602708716946 35.588661515521295),['陕西省'],['延安市'],['黄陵县'],87.54538593085292,0.982653178047643,108.97602708716946,35.588661515521295,25.536134439419335,0.8043513394205446,坊州
2054,2054,2054,Zhongbu Jun,中部郡,中部郡,109.26382,35.58947,今陕西黄陵县南,Jun,郡,3.0,742,,757,,111320,POINT,212587,FROM_FD,,,,,更名,更名,['今陕西黄陵县南'],南,"[['陕西', '黄陵']]",[{'county': 610632}],County,[],modern,POINT (108.87274139580549 35.49657858133243),['陕西省'],['延安市'],['黄陵县'],87.54538593085292,0.982653178047643,108.87274139580548,35.49657858133243,36.93062197391908,0.6215351284440347,中部郡
2055,2055,2055,Fang Zhou,坊州,坊州,109.257717,35.583707,今陕西黄陵县,Zhou,州,3.0,758,,1268,,0,POINT,211413,FROM_FD,,,,,更名,撤销,['今陕西黄陵县'],,"[['陕西', '黄陵']]",[{'county': 610632}],County,[],modern,POINT (108.97602708716946 35.588661515521295),['陕西省'],['延安市'],['黄陵县'],87.54538593085292,0.982653178047643,108.97602708716946,35.588661515521295,25.536134439419335,0.8043513394205446,坊州
2056,2056,2056,Diaoyin Jun,雕阴郡,雕陰郡,110.25407,37.50098,今陕西富县,Jun,郡,3.0,607,,627,,0,POINT,211414,FROM_FD,,,,,更名,更名,['今陕西富县'],,"[['陕西', '富']]",[{'county': 610628}],County,[],modern,POINT (109.19760621163135 36.07392656651848),['陕西省'],['延安市'],['富县'],117.07592963779088,0.9768018007489564,109.19760621163137,36.07392656651848,184.31091778630073,0.0,雕阴郡
2057,2057,2057,Sui Zhou,绥州,綏州,110.256293,37.500907,今陕西富县,Zhou,州,0.0,628,,741,,0,POINT,211415,FROM_FD,,,,,更名,更名,['今陕西富县'],,"[['陕西', '富']]",[{'county': 610628}],County,[],modern,POINT (109.19760621163135 36.07392656651848),['陕西省'],['延安市'],['富县'],117.07592963779088,0.9768018007489564,109.19760621163137,36.07392656651848,184.40556463692496,0.0,绥州
2058,2058,2058,Shang Jun,上郡,上郡,110.256293,37.500907,今陕西富县,Jun,郡,0.0,742,,757,,0,POINT,211416,FROM_FD,,,,,更名,更名,['今陕西富县'],,"[['陕西', '富']]",[{'county': 610628}],County,[],modern,POINT (109.19760621163135 36.07392656651848),['陕西省'],['延安市'],['富县'],117.07592963779088,0.9768018007489564,109.19760621163137,36.07392656651848,184.40556463692496,0.0,上郡
2059,2059,2059,Sui Zhou,绥州,綏州,110.256293,37.500907,今陕西富县,Zhou,州,0.0,758,,907,,0,POINT,211417,FROM_FD,,,,,更名,撤销,['今陕西富县'],,"[['陕西', '富']]",[{'county': 610628}],County,[],modern,POINT (109.19760621163135 36.07392656651848),['陕西省'],['延安市'],['富县'],117.07592963779088,0.9768018007489564,109.19760621163137,36.07392656651848,184.40556463692496,0.0,绥州
2060,2060,2060,Suide Zhou,绥德州,綏德州,110.25407,37.50098,今陕西富县,Zhou,州,3.0,1725,,1911,,0,POINT,211418,FROM_FD,,,,,新建,数据下限,['今陕西富县'],,"[['陕西', '富']]",[{'county': 610628}],County,[],modern,POINT (109.19760621163135 36.07392656651848),['陕西省'],['延安市'],['富县'],117.07592963779088,0.9768018007489564,109.19760621163137,36.07392656651848,184.31091778630073,0.0,绥德州
2061,2061,2061,Dingbian Jun,定边军,定邊軍,107.59183,37.59266,今陕西吴旗县西北,Jun,军,3.0,1099,,1145,,0,POINT,211419,FROM_FD,,,,,新建,撤销,['今陕西吴旗县西北'],西北,"[['陕西', '吴旗']]",[{'county': 610626}],County,[],modern,POINT (107.79004402998376 37.10771315955018),['陕西省'],['延安市'],['吴起县'],96.1219263446723,0.98095376558925,107.79004402998376,37.10771315955018,56.61422951953851,0.36203845611900537,定边军
2062,2062,2062,Yanchuan Jun,盐川郡,鹽川郡,107.43605,38.22477,今甘肃定边县,Jun,郡,3.0,607,,617,,110233,POINT,212434,FROM_FD,,,,,更名,更名,['今甘肃定边县'],,"[['定边'], ['甘肃']]","[{'county': 610825}, {'province': 62}]",Province,['Multiple Matches'],modern,POINT (104.17574374615671 37.627297270307835),"['甘肃省', '陕西省']","['榆林市', 'NA']","['定边县', 'NA']",1498.766863964144,0.7030244180108648,104.17574374615673,37.62729727030784,294.2015250992016,0.9079011548711208,盐川郡
2063,2063,2063,Yan Zhou,盐州,鹽州,107.43605,38.22477,今甘肃定边县,Jun,郡,3.0,618,,741,,0,POINT,211420,FROM_FD,,,,,更名,更名,['今甘肃定边县'],,"[['定边'], ['甘肃']]","[{'county': 610825}, {'province': 62}]",Province,['Multiple Matches'],modern,POINT (104.17574374615671 37.627297270307835),"['甘肃省', '陕西省']","['榆林市', 'NA']","['定边县', 'NA']",1498.766863964144,0.7030244180108648,104.17574374615673,37.62729727030784,294.2015250992016,0.9079011548711208,盐州
2064,2064,2064,Wuyuan Jun,五原郡,五原郡,107.43605,38.22477,今甘肃定边县,Jun,郡,3.0,742,,757,,0,POINT,211421,FROM_FD,,,,,更名,更名,['今甘肃定边县'],,"[['定边'], ['甘肃']]","[{'county': 610825}, {'province': 62}]",Province,['Multiple Matches'],modern,POINT (104.17574374615671 37.627297270307835),"['甘肃省', '陕西省']","['榆林市', 'NA']","['定边县', 'NA']",1498.766863964144,0.7030244180108648,104.17574374615673,37.62729727030784,294.2015250992016,0.9079011548711208,五原郡
2065,2065,2065,Zhen Zhou,桢州,楨州,110.43764,35.46594,今陕西韩城县城,Zhou,州,3.0,1215,,1263,,70316,POINT,70316,FROM_FD,,,,,新建,撤销,['今陕西韩城县城'],,"[['陕西', '韩城']]",[{'county': 610581}],County,[],modern,POINT (110.41915664787248 35.58849834830102),['陕西省'],['渭南市'],['韩城市'],60.05591235794816,0.9881001242066312,110.41915664787248,35.58849834830102,13.700829648825403,0.8769868678161117,桢州
2066,2066,2066,Zhen Zhou,桢州,楨州,110.43764,35.46594,今陕西韩城县城,Zhou,州,3.0,1265,,1268,,70318,POINT,70318,FROM_FD,,,,,新建,撤销,['今陕西韩城县城'],,"[['陕西', '韩城']]",[{'county': 610581}],County,[],modern,POINT (110.41915664787248 35.58849834830102),['陕西省'],['渭南市'],['韩城市'],60.05591235794816,0.9881001242066312,110.41915664787248,35.58849834830102,13.700829648825403,0.8769868678161117,桢州
2067,2067,2067,Tongguanwei,潼关卫,潼關衛,110.27365,34.59881,今陕西潼关县港口镇,Wei,卫,3.0,1376,,1724,,70349,POINT,70349,FROM_FD,,,,,新建,撤销,['今陕西潼关县港口镇'],,"[['陕西', '潼关']]",[{'county': 610522}],County,[],modern,POINT (110.27755193930848 34.51276322242676),['陕西省'],['渭南市'],['潼关县'],33.80550086928539,0.9933015544068432,110.27755193930848,34.51276322242676,9.552096443904597,0.8156027945493891,潼关卫
2068,2068,2068,Yao Zhou,耀州,耀州,108.97147,34.91327,今陕西耀县,Zhilizhou,直隶州,3.0,1725,,1734,,0,POINT,211422,FROM_FD,,,,,新建,撤销,['今陕西耀县'],,"[['陕西', '耀']]",[{'county': 610204}],County,[],modern,POINT (108.80756933305908 35.06512259884986),['陕西省'],['铜川市'],['耀州区'],56.62119825376031,0.9887807011826658,108.80756933305908,35.06512259884986,22.532932958229743,0.657553921482975,耀州
2069,2069,2069,Gan Zhou,乾州,乾州,108.2356,34.5303,今陕西乾县,Zhou,州,3.0,1151,,1263,,0,POINT,211423,FROM_FD,,,,,更名,撤销,['今陕西乾县'],,"[['陕西', '乾']]",[{'county': 610424}],County,[],modern,POINT (108.23863764180288 34.54606126141286),['陕西省'],['咸阳市'],['乾县'],49.75226557260078,0.990141756947694,108.23863764180288,34.54606126141286,1.7705271645681757,0.9968784750279844,乾州
2070,2070,2070,Gan Zhou,乾州,乾州,108.2356,34.5303,今陕西乾县,Zhilizhou,直隶州,3.0,1725,,1911,,0,POINT,211424,FROM_FD,,,,,新建,数据下限,['今陕西乾县'],,"[['陕西', '乾']]",[{'county': 610424}],County,[],modern,POINT (108.23863764180288 34.54606126141286),['陕西省'],['咸阳市'],['乾县'],49.75226557260078,0.990141756947694,108.23863764180288,34.54606126141286,1.7705271645681757,0.9968784750279844,乾州
2071,2071,2071,Xi Jun,锡郡,錫郡,110.12718,32.8056,今陕西白河县东、汉水南,Jun,郡,3.0,228,,236,,71195,POINT,71195,FROM_FD,,,,,新建,撤销,['今陕西白河县东、汉水南'],南,"[['陕西', '白河']]",[{'county': 610929}],County,[],modern,POINT (109.94011250542479 32.643491845744094),['陕西省'],['安康市'],['白河县'],53.4545702424689,0.989408157806646,109.9401125054248,32.643491845744094,25.114051947393587,0.5473348841754712,锡郡
2072,2072,2072,Shangluo Jun,上洛郡,上洛郡,109.93246,33.86989,今陕西省商县治,Jun,郡,3.0,266,4.0,582,4.0,0,POINT,211425,FROM_FD,王大学,孙涛,,,新建,更名,['今陕西省商县治'],,"[['陕西', '商']]",[{'county': 611002}],County,[],modern,POINT (109.9172640670168 33.91256989641228),['陕西省'],['商洛市'],['商州区'],69.6832571394604,0.9861924984188968,109.9172640670168,33.91256989641228,4.938351805730527,0.9876589466268746,上洛郡
2073,2073,2073,Shang Zhou,商州,商州,109.93246,33.86989,今陕西省商县治,Zhou,州,3.0,578,4.0,606,4.0,113149,POINT,212639,FROM_FD,王大学,孙涛,,,更名,更名,['今陕西省商县治'],,"[['陕西', '商']]",[{'county': 611002}],County,[],modern,POINT (109.9172640670168 33.91256989641228),['陕西省'],['商洛市'],['商州区'],69.6832571394604,0.9861924984188968,109.9172640670168,33.91256989641228,4.938351805730527,0.9876589466268746,商州
2074,2074,2074,Shangluo Jun,上洛郡,上洛郡,109.93246,33.86989,今陕西省商县治,Jun,郡,3.0,607,4.0,617,4.0,71254,POINT,71254,FROM_FD,王大学,孙涛,,,更名,更名,['今陕西省商县治'],,"[['陕西', '商']]",[{'county': 611002}],County,[],modern,POINT (109.9172640670168 33.91256989641228),['陕西省'],['商洛市'],['商州区'],69.6832571394604,0.9861924984188968,109.9172640670168,33.91256989641228,4.938351805730527,0.9876589466268746,上洛郡
2075,2075,2075,Shang Zhou,商州,商州,109.93246,33.86989,今陕西省商县治,Zhou,州,3.0,618,4.0,741,4.0,71255,POINT,71255,FROM_FD,王大学,孙涛,,,更名,更名,['今陕西省商县治'],,"[['陕西', '商']]",[{'county': 611002}],County,[],modern,POINT (109.9172640670168 33.91256989641228),['陕西省'],['商洛市'],['商州区'],69.6832571394604,0.9861924984188968,109.9172640670168,33.91256989641228,4.938351805730527,0.9876589466268746,商州
2076,2076,2076,Shangluo Jun,上洛郡,上洛郡,109.93246,33.86989,今陕西省商县治,Jun,郡,3.0,742,4.0,757,4.0,71256,POINT,71256,FROM_FD,王大学,孙涛,,,更名,更名,['今陕西省商县治'],,"[['陕西', '商']]",[{'county': 611002}],County,[],modern,POINT (109.9172640670168 33.91256989641228),['陕西省'],['商洛市'],['商州区'],69.6832571394604,0.9861924984188968,109.9172640670168,33.91256989641228,4.938351805730527,0.9876589466268746,上洛郡
2077,2077,2077,Shang Zhou,商州,商州,109.93246,33.86989,今陕西省商县治,Zhou,州,3.0,758,4.0,1263,4.0,0,POINT,211426,FROM_FD,王大学,孙涛,,,更名,撤销,['今陕西省商县治'],,"[['陕西', '商']]",[{'county': 611002}],County,[],modern,POINT (109.9172640670168 33.91256989641228),['陕西省'],['商洛市'],['商州区'],69.6832571394604,0.9861924984188968,109.9172640670168,33.91256989641228,4.938351805730527,0.9876589466268746,商州
2078,2078,2078,Shang Zhou,商州,商州,109.93246,33.86989,今陕西省商县治,Zhilizhou,直隶州,3.0,1725,4.0,1911,6.0,0,POINT,211427,FROM_FD,王大学,孙涛,,,新建,数据下限,['今陕西省商县治'],,"[['陕西', '商']]",[{'county': 611002}],County,[],modern,POINT (109.9172640670168 33.91256989641228),['陕西省'],['商洛市'],['商州区'],69.6832571394604,0.9861924984188968,109.9172640670168,33.91256989641228,4.938351805730527,0.9876589466268746,商州
2079,2079,2079,Nanfeng Zhou,南丰州,南豐州,110.12718,32.8056,今陕西白河县东、汉水南,Zhou,州,3.0,618,,624,,105283,POINT,212406,FROM_FD,,,,,新建,撤销,['今陕西白河县东、汉水南'],南,"[['陕西', '白河']]",[{'county': 610929}],County,[],modern,POINT (109.94011250542479 32.643491845744094),['陕西省'],['安康市'],['白河县'],53.4545702424689,0.989408157806646,109.9401125054248,32.643491845744094,25.114051947393587,0.5473348841754712,南丰州
2080,2080,2080,Fengyi Jun,冯翊郡,馮翊郡,108.93719,34.31799,今陕西省高陵县治,Jun,郡,3.0,491,,522,,0,POINT,211428,FROM_FD,,,,,治所迁移,撤销,['今陕西省高陵县治'],,"[['陕西', '高陵']]",[{'county': 610117}],County,[],modern,POINT (109.06911747025248 34.510268812237626),['陕西省'],['西安市'],['高陵区'],24.515089102850563,0.9951424180578836,109.06911747025248,34.510268812237626,24.536694773133483,0.0,冯翊郡
2081,2081,2081,Fengyuanlu,奉元路,奉元路,108.93719,34.31799,今陕西西安市北,Lu,路,3.0,1312,,1368,,0,POINT,211429,FROM_FD,,,,,更名,更名,['今陕西西安市北'],北,"[['陕西', '西安']]",[{'prefecture': 6101}],Prefecture,[],modern,POINT (109.2008522578003 34.44094220365478),['陕西省'],['西安市'],['NA'],202.7964889995957,0.9598165620057044,109.2008522578003,34.44094220365478,27.821956690758956,0.9542742452019894,奉元路
2082,2082,2082,Jingzhao Yin,京兆尹,京兆尹,108.93719,34.31799,今陕西西安市北,Yin,尹,3.0,-379,,556,,115474,POINT,212275,FROM_FD,,,,,新建,更名,['今陕西西安市北'],北,"[['陕西', '西安']]",[{'prefecture': 6101}],Prefecture,[],modern,POINT (109.2008522578003 34.44094220365478),['陕西省'],['西安市'],['NA'],202.7964889995957,0.9598165620057044,109.2008522578003,34.44094220365478,27.821956690758956,0.9542742452019894,京兆尹
2083,2083,2083,Gan Zhou,乾州,乾州,108.2356,34.5303,今陕西乾县,Zhou,州,3.0,894,,1071,,0,POINT,211430,FROM_FD,,,,,新建,撤销,['今陕西乾县'],,"[['陕西', '乾']]",[{'county': 610424}],County,[],modern,POINT (108.23863764180288 34.54606126141286),['陕西省'],['咸阳市'],['乾县'],49.75226557260078,0.990141756947694,108.23863764180288,34.54606126141286,1.7705271645681757,0.9968784750279844,乾州
2084,2084,2084,Tong Zhou Fu,同州府,同州府,109.93905,34.79724,今陕西大荔县,Fu,府,3.0,1735,,1911,,0,POINT,211431,FROM_FD,,,,,新建,数据下限,['今陕西大荔县'],,"[['陕西', '大荔']]",[{'county': 610523}],County,[],modern,POINT (110.01210300467098 34.82411115789529),['陕西省'],['渭南市'],['大荔县'],67.21920569703477,0.986680741873406,110.01210300467098,34.82411115789529,7.318806264270521,0.9710335734418184,同州府
2085,2085,2085,Xi'an Fu,西安府,西安府,108.939887,34.259758,今陕西西安市,Fu,府,3.0,1369,,1911,,0,POINT,211432,FROM_FD,,,,,更名,数据下限,['今陕西西安市'],,"[['陕西', '西安']]",[{'prefecture': 6101}],Prefecture,[],modern,POINT (109.10953185598169 34.226535569700474),['陕西省'],['西安市'],['NA'],202.7964889995957,0.9598165620057044,109.10953185598169,34.226535569700474,16.05644497214445,0.9846121697077448,西安府
2086,2086,2086,Anxi Lu,安西路,安西路,108.937387,34.317926,今陕西西安市北,Lu,路,3.0,1279,,1311,,0,POINT,211433,FROM_FD,,,,,更名,更名,['今陕西西安市北'],北,"[['陕西', '西安']]",[{'prefecture': 6101}],Prefecture,[],modern,POINT (109.2008522578003 34.44094220365478),['陕西省'],['西安市'],['NA'],202.7964889995957,0.9598165620057044,109.2008522578003,34.44094220365478,27.809657116110202,0.9543140381932831,安西路
2087,2087,2087,Anxi Fu,安西府,安西府,108.937387,34.317926,今陕西西安府北,Fu,府,3.0,1278,,1278,,0,POINT,211434,FROM_FD,,,,,更名,更名,['今陕西西安府北'],北,"[['陕西', '西安']]",[{'prefecture': 6101}],Prefecture,[],modern,POINT (109.2008522578003 34.44094220365478),['陕西省'],['西安市'],['NA'],202.7964889995957,0.9598165620057044,109.2008522578003,34.44094220365478,27.809657116110202,0.9543140381932831,安西府
2088,2088,2088,Jingzhao Fu,京兆府,京兆府,108.937387,34.317926,今陕西西安市北,Fu,府,3.0,713,,906,,0,POINT,211435,FROM_FD,,,,,更名,更名,['今陕西西安市北'],北,"[['陕西', '西安']]",[{'prefecture': 6101}],Prefecture,[],modern,POINT (109.2008522578003 34.44094220365478),['陕西省'],['西安市'],['NA'],202.7964889995957,0.9598165620057044,109.2008522578003,34.44094220365478,27.809657116110202,0.9543140381932831,京兆府
2089,2089,2089,Da'an Fu,大安府,大安府,108.937387,34.317926,今陕西西安市北,Fu,府,3.0,907,,922,,0,POINT,211436,FROM_FD,,,,,更名,更名,['今陕西西安市北'],北,"[['陕西', '西安']]",[{'prefecture': 6101}],Prefecture,[],modern,POINT (109.2008522578003 34.44094220365478),['陕西省'],['西安市'],['NA'],202.7964889995957,0.9598165620057044,109.2008522578003,34.44094220365478,27.809657116110202,0.9543140381932831,大安府
2090,2090,2090,Jingzhao Fu,京兆府,京兆府,108.937387,34.317926,今陕西西安市北,Fu,府,3.0,923,,1277,,0,POINT,211437,FROM_FD,,,,,更名,更名,['今陕西西安市北'],北,"[['陕西', '西安']]",[{'prefecture': 6101}],Prefecture,[],modern,POINT (109.2008522578003 34.44094220365478),['陕西省'],['西安市'],['NA'],202.7964889995957,0.9598165620057044,109.2008522578003,34.44094220365478,27.809657116110202,0.9543140381932831,京兆府
2091,2091,2091,Jingzhao Jun,京兆郡,京兆郡,108.937387,34.317926,今陕西西安市北,Jun,郡,3.0,607,,617,,110242,POINT,212440,FROM_FD,,,,,新建,更名,['今陕西西安市北'],北,"[['陕西', '西安']]",[{'prefecture': 6101}],Prefecture,[],modern,POINT (109.2008522578003 34.44094220365478),['陕西省'],['西安市'],['NA'],202.7964889995957,0.9598165620057044,109.2008522578003,34.44094220365478,27.809657116110202,0.9543140381932831,京兆郡
2092,2092,2092,Yong Zhou,雍州,雍州,108.937387,34.317926,今陕西西安市北,Zhou,州,3.0,618,,712,,0,POINT,211438,FROM_FD,,,,,更名,更名,['今陕西西安市北'],北,"[['陕西', '西安']]",[{'prefecture': 6101}],Prefecture,[],modern,POINT (109.2008522578003 34.44094220365478),['陕西省'],['西安市'],['NA'],202.7964889995957,0.9598165620057044,109.2008522578003,34.44094220365478,27.809657116110202,0.9543140381932831,雍州
2093,2093,2093,Li Zhou,醴州,醴州,108.237624,34.531255,今陕西乾县,Zhou,州,3.0,1117,,1150,,0,POINT,211439,FROM_FD,,,,,新建,更名,['今陕西乾县'],,"[['陕西', '乾']]",[{'county': 610424}],County,[],modern,POINT (108.23863764180288 34.54606126141286),['陕西省'],['咸阳市'],['乾县'],49.75226557260078,0.990141756947694,108.23863764180288,34.54606126141286,1.6451240532631775,0.9973046153466691,醴州
2094,2094,2094,Fengyi Jun,冯翊郡,馮翊郡,109.939273,34.797185,今陕西大荔县,Jun,郡,3.0,607,,617,,110232,POINT,212433,FROM_FD,,,,,更名,更名,['今陕西大荔县'],,"[['陕西', '大荔']]",[{'county': 610523}],County,[],modern,POINT (110.01210300467098 34.82411115789529),['陕西省'],['渭南市'],['大荔县'],67.21920569703477,0.986680741873406,110.01210300467098,34.82411115789529,7.302671861283012,0.9711599055689353,冯翊郡
2095,2095,2095,Tong Zhou,同州,同州,109.939273,34.797185,今陕西大荔县,Zhou,州,3.0,618,,741,,111039,POINT,212548,FROM_FD,,,,,更名,更名,['今陕西大荔县'],,"[['陕西', '大荔']]",[{'county': 610523}],County,[],modern,POINT (110.01210300467098 34.82411115789529),['陕西省'],['渭南市'],['大荔县'],67.21920569703477,0.986680741873406,110.01210300467098,34.82411115789529,7.302671861283012,0.9711599055689353,同州
2096,2096,2096,Fengyi Jun,冯翊郡,馮翊郡,109.939273,34.797185,今陕西大荔县,Jun,郡,3.0,742,,757,,0,POINT,211440,FROM_FD,,,,,新建,更名,['今陕西大荔县'],,"[['陕西', '大荔']]",[{'county': 610523}],County,[],modern,POINT (110.01210300467098 34.82411115789529),['陕西省'],['渭南市'],['大荔县'],67.21920569703477,0.986680741873406,110.01210300467098,34.82411115789529,7.302671861283012,0.9711599055689353,冯翊郡
2097,2097,2097,Tong Zhou,同州,同州,109.939273,34.797185,今陕西大荔县,Zhou,州,3.0,758,,1278,,0,POINT,211441,FROM_FD,,,,,更名,更名,['今陕西大荔县'],,"[['陕西', '大荔']]",[{'county': 610523}],County,[],modern,POINT (110.01210300467098 34.82411115789529),['陕西省'],['渭南市'],['大荔县'],67.21920569703477,0.986680741873406,110.01210300467098,34.82411115789529,7.302671861283012,0.9711599055689353,同州
