NAME_PY,NAME_CH,NAME_FT,X_COOR,Y_COOR,PRES_LOC,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,BEG_RULE,END_YR,END_RULE,NOTE_ID,OBJ_TYPE,SYS_ID,GEO_SRC,COMPILER,GECOMPLR,CHECKER,ENT_DATE,BEG_CHG_TY,END_CHG_TY
Jianmen Xian,剑门县,劍門縣,105.5525,32.2029,今四川剑阁县东北剑门,Xian,县,6,699,,1282,,44660,POINT,44660,FROM_FD,,,,,新建,撤销
Jiangzhou Xian,江州县,江州縣,106.556,29.57969,今四川重庆市嘉陵江江北区,Xian,县,6,-314,,200,,44661,POINT,44661,FROM_FD,,,,,新建,迁移治所
Jiangzhou Xian,江州县,江州縣,106.55871,29.56005,今四川重庆市嘉陵江南城区,Xian,县,6,201,,486,,44662,POINT,44662,FROM_FD,,,,,迁移治所,迁移治所
Jiangzhou Xian,江州县,江州縣,106.37928,29.27299,今四川江津县东北綦江入长江口处,Xian,县,6,487,,553,,44663,POINT,44663,FROM_FD,,,,,迁移治所,更名
Jiangyang Xian,江阳县,江陽縣,106.37928,29.27299,今四川江津县东北綦江入长江口,Xian,县,6,554,,597,,44664,POINT,44664,FROM_FD,,,,,更名,更名
Jiangjin Xian,江津县,江津縣,106.37928,29.27299,今四川江津县东北綦江入长江口,Xian,县,6,598,,966,,44665,POINT,44665,FROM_FD,,,,,更名,迁移治所
Jiangjin Xian,江津县,江津縣,106.25296,29.28151,今四川江津县治,Xian,县,6,967,,1911,,44666,POINT,44666,FROM_FD,,,,,迁移治所,数据下限
Dianjiang Xian,垫江县,墊江縣,106.55871,29.56005,今四川重庆市嘉陵江南城区,Xian,县,6,487,,560,,44667,POINT,44667,FROM_FD,,,,,迁移治所,更名
Ba Xian,巴县,巴縣,106.55871,29.56005,今四川重庆市嘉陵江南城区,Xian,县,6,561,,1911,,44668,POINT,44668,FROM_FD,,,,,更名,数据下限
Wanchun Xian,万春县,萬春縣,105.83907,29.01958,今四川江津县西南朱沱镇,Xian,县,6,620,,621,,44669,POINT,44669,FROM_FD,,,,,新建,更名
Wanshou Xian,万寿县,萬壽縣,105.83907,29.01958,今四川江津县西南朱沱镇,Xian,县,6,622,,966,,44670,POINT,44670,FROM_FD,,,,,更名,撤销
Zhi Xian,枳县,枳縣,107.41134,29.71241,今四川涪陵县城东乌江入江口东岸,Xian,县,6,-314,,302,,44671,POINT,44671,FROM_FD,,,,,新建,迁移治所
Zhi Xian,枳县,枳縣,107.31642,29.73133,今四川涪陵县治西十五里北临长江,Xian,县,6,303,,346,,44672,POINT,44672,FROM_FD,,,,,迁移治所,迁移治所
Zhi Xian,枳县,枳縣,107.42873,29.769,今四川涪陵县东十里邻溪口,Xian,县,6,347,,552,,44673,POINT,44673,FROM_FD,,,,,迁移治所,撤销
Hanping Xian,汉平县,漢平縣,107.39096,29.70278,今四川涪陵县治,Xian,县,6,583,,592,,44674,POINT,44674,FROM_FD,,,,,迁移治所,更名
Fuling Xian,涪陵县,涪陵縣,107.39096,29.70278,今四川涪陵县治,Xian,县,6,593,,606,,44675,POINT,44675,FROM_FD,,,,,更名,撤销
Fuling Xian,涪陵县,涪陵縣,107.39096,29.70278,今四川涪陵县治,Xian,县,6,619,,1282,,44677,POINT,44677,FROM_FD,,,,,新建,撤销
Hanping Xian,汉平县,漢平縣,107.46815,29.5787,今四川涪陵县南白涛,Xian,县,6,250,,582,,44678,POINT,44678,FROM_FD,,,,,新建,迁移治所
Dianjiang Xian,垫江县,墊江縣,106.25956,30.00394,今四川合川县治,Xian,县,6,-314,,555,,44679,POINT,44679,FROM_FD,,,,,新建,更名
Shijing Xian,石镜县,石鏡縣,106.25956,30.00394,今四川合川县治,Xian,县,6,556,,964,,44680,POINT,44680,FROM_FD,,,,,更名,更名
Shizhao Xian,石照县,石照縣,106.25956,30.00394,今四川合川县治,Xian,县,6,965,,1242,,44681,POINT,44681,FROM_FD,,,,,更名,迁移治所
Shizhao Xian,石照县,石照縣,106.30042,30.01061,今四川合川县东十里钓鱼台遗址,Xian,县,6,1243,,1284,,44682,POINT,44682,FROM_FD,,,,,迁移治所,迁移治所
Shizhao Xian,石照县,石照縣,106.25956,30.00394,今四川合川县治,Xian,县,6,1285,,1361,,44683,POINT,44683,FROM_FD,,,,,迁移治所,撤销
Bachuan Xian,巴川县,巴川縣,106.21226,29.86247,今四川铜梁县东旧县,Xian,县,6,735,,1277,,44684,POINT,44684,FROM_FD,,,,,新建,撤销
Dingyuan Zhou,定远州,定遠州,106.2846,30.31285,今四川武胜县（沿口镇）南旧县,Zhou,州,6,1278,,1286,,44685,POINT,44685,FROM_FD,,,,,新建,更名
Dingyuan Xian,定远县,定遠縣,106.2846,30.31285,今四川武胜县（沿口镇）南旧县,Xian,县,6,1287,,1550,,44686,POINT,44686,FROM_FD,,,,,更名,迁移治所
Dingyuan Xian,定远县,定遠縣,106.2846,30.31285,今四川武胜县（沿口镇）南中心镇,Xian,县,6,1551,,1668,,44687,POINT,44687,FROM_FD,,,,,迁移治所,撤销
Dingyuan Xian,定远县,定遠縣,106.2846,30.31285,今四川武胜县（沿口镇）南中心镇,Xian,县,6,1728,,1911,,44688,POINT,44688,FROM_FD,,,,,新建,数据下限
Chishui Xian,赤水县,赤水縣,105.94201,29.96279,今四川铜梁县西北中和一带,Xian,县,6,588,,1070,,44689,POINT,44689,FROM_FD,,,,,新建,撤销
Chishui Xian,赤水县,赤水縣,105.94201,29.96279,今四川铜梁县西北中和一带,Xian,县,6,1071,,1282,,44690,POINT,44690,FROM_FD,,,,,新建,撤销
Wulong Xian,武龙县,武龍縣,107.68703,29.38442,今四川武隆县（巷口）西北“土坎”,Xian,县,6,618,,1118,,44691,POINT,44691,FROM_FD,,,,,新建,更名
Zhi Xian,枳县,枳縣,107.68703,29.38442,今四川武隆县（巷口镇）西北“土坎”,Xian,县,6,1119,,1130,,44692,POINT,44692,FROM_FD,,,,,更名,更名
Wulong Xian,武龙县,武龍縣,107.68703,29.38442,今四川武隆县（巷口）西北“土坎”,Xian,县,6,1131,,1376,,44693,POINT,44693,FROM_FD,,,,,更名,撤销
Wulong Xian,武隆县,武隆縣,107.68703,29.38442,今四川武隆县（巷口）西北“土坎”,Xian,县,6,1380,,1667,,44694,POINT,44694,FROM_FD,,,,,新建,撤销
Lewen Xian,乐温县,樂溫縣,107.19372,29.91752,今四川长寿县东北仁和,Xian,县,6,619,,1282,,44695,POINT,44695,FROM_FD,,,,,新建,撤销
Yong'an Xian,永安县,永安縣,106.9921,29.76407,今四川长寿县西南大江南岸,Xian,县,6,619,,733,,44696,POINT,44696,FROM_FD,,,,,新建,撤销
Longhua Xian,隆化县,隆化縣,107.10468,29.16835,今四川南川县（隆化镇）治,Xian,县,6,637,,711,,44697,POINT,44697,FROM_FD,,,,,新建,更名
Binhua Xian,宾化县,賓化縣,107.10468,29.16835,今四川南川县（隆化镇）治,Xian,县,6,712,,1069,,44698,POINT,44698,FROM_FD,,,,,更名,更名
Longhua Xian,隆化县,隆化縣,107.10468,29.16835,今四川南川县（隆化镇）治,Xian,县,6,1071,,1284,,44700,POINT,44700,FROM_FD,,,,,更名,撤销
Nanchuan Xian,南川县,南川縣,107.10468,29.16835,今四川南川县（隆化镇）治,Xian,县,6,1285,,1376,,44701,POINT,44701,FROM_FD,,,,,迁移治所,撤销
Nanchuan Xian,南川县,南川縣,107.10468,29.16835,今四川南川县（隆化镇）治,Xian,县,6,1380,,1911,,44702,POINT,44702,FROM_FD,,,,,新建,数据下限
Longyang Xian,隆阳县,隆陽縣,106.64256,29.03938,今四川綦江县北綦江北岸,Xian,县,6,619,,711,,44703,POINT,44703,FROM_FD,,,,,新建,更名
Nanchuan Xian,南川县,南川縣,106.64256,29.03938,今四川綦江县北綦江北岸,Xian,县,6,712,,1074,,44704,POINT,44704,FROM_FD,,,,,更名,撤销
Nanchuan Xian,南川县,南川縣,106.70668,28.73734,今四川綦江县南赶水镇,Xian,县,6,1078,,1284,,44706,POINT,44706,FROM_FD,,,,,新建,迁移治所
Sanxi Xian,三溪县,三溪縣,106.71144,28.92701,今四川綦江县东南三江,Xian,县,6,631,,983,,44707,POINT,44707,FROM_FD,,,,,新建,撤销
Yongchuan Xian,永川县,永川縣,105.96434,29.23477,今四川永川县治南临江以南“城郊”,Xian,县,6,775,,1282,,44708,POINT,44708,FROM_FD,,,,,新建,撤销
Yongchuan Xian,永川县,永川縣,105.96434,29.23477,今四川永川县治南临江以南“城郊”,Xian,县,6,1373,,1911,,44709,POINT,44709,FROM_FD,,,,,新建,数据下限
Changyuan Xian,昌元县,昌元縣,105.56419,29.40176,今四川荣昌县西、胡市河西岸武城,Xian,县,6,758,,770,,44710,POINT,44710,FROM_FD,,,,,新建,撤销
Changyuan Xian,昌元县,昌元縣,105.56419,29.40176,今四川荣昌县西、胡市河西岸武城,Xian,县,6,775,,953,,44711,POINT,44711,FROM_FD,,,,,新建,迁移治所
Changyuan Xian,昌元县,昌元縣,105.70798,29.43878,今四川荣昌县东二十五里之建设乡、峰高乡境,Xian,县,6,954,,1018,,44712,POINT,44712,FROM_FD,,,,,迁移治所,迁移治所
Changyuan Xian,昌元县,昌元縣,105.59631,29.41277,今四川荣昌县治,Xian,县,6,1019,,1282,,44713,POINT,44713,FROM_FD,,,,,迁移治所,撤销
Rongchang Xian,荣昌县,榮昌縣,105.59631,29.41277,今四川荣昌县治,Xian,县,6,1373,,1911,,44714,POINT,44714,FROM_FD,,,,,新建,数据下限
Changning Xian,昌宁县,昌寧縣,105.40504,29.49548,今四川荣昌县西北昌州,Xian,县,6,1362,,1373,,44715,POINT,44715,FROM_FD,,,,,新建,撤销
Jingnan Xian,静南县,靜南縣,105.52712,29.6853,今四川大足县西四十里“双河”一带,Xian,县,6,758,,959,,44716,POINT,44716,FROM_FD,,,,,新建,撤销
Dazu Xian,大足县,大足縣,105.71049,29.71147,今四川大足县治,Xian,县,6,758,,1282,,44717,POINT,44717,FROM_FD,,,,,新建,撤销
Dazu Xian,大足县,大足縣,105.71049,29.71147,今四川大足县治,Xian,县,6,1362,,1661,,44718,POINT,44718,FROM_FD,,,,,新建,撤销
Dazu Xian,大足县,大足縣,105.71049,29.71147,今四川大足县治,Xian,县,6,1728,,1911,,44719,POINT,44719,FROM_FD,,,,,新建,数据下限
Bishan Xian,壁山县,壁山縣,106.21726,29.59951,今四川璧山县治,Xian,县,6,757,,1284,,44720,POINT,44720,FROM_FD,,,,,新建,撤销
Bishan Xian,壁山县,壁山縣,106.21726,29.59951,今四川璧山县治,Xian,县,6,1482,,1666,,44721,POINT,44721,FROM_FD,,,,,新建,撤销
Bishan Xian,壁山县,壁山縣,106.21726,29.59951,今四川璧山县治,Xian,县,6,1728,,1911,,44722,POINT,44722,FROM_FD,,,,,新建,数据下限
Tongliang Xian,铜梁县,銅梁縣,106.02678,29.94474,今四川铜梁县西北四十里,Xian,县,6,703,,714,,44723,POINT,44723,FROM_FD,,,,,新建,迁移治所
Tongliang Xian,铜梁县,銅梁縣,106.13577,29.99623,今四川铜梁县北铜溪镇,Xian,县,6,715,,727,,44724,POINT,44724,FROM_FD,,,,,迁移治所,迁移治所
Tongliang Xian,铜梁县,銅梁縣,106.02678,29.94474,今四川铜梁县北二十里,Xian,县,6,728,,1284,,44725,POINT,44725,FROM_FD,,,,,迁移治所,迁移治所
Tongliang Xian,铜梁县,銅梁縣,106.04175,29.85244,今四川铜梁县治,Xian,县,6,1285,,1661,,44726,POINT,44726,FROM_FD,,,,,迁移治所,撤销
Tongliang Xian,铜梁县,銅梁縣,106.04175,29.85244,今四川铜梁县治,Xian,县,6,1721,,1911,,44727,POINT,44727,FROM_FD,,,,,新建,数据下限
Lecheng Xian,乐城县,樂城縣,106.13408,29.21251,今四川江津县西南油溪,Xian,县,6,221,,253,,44728,POINT,44728,FROM_FD,,,,,新建,撤销
Anju Xian,安居县,安居縣,106.02757,29.98856,今四川铜梁县北安居,Xian,县,6,1481,,1661,,44729,POINT,44729,FROM_FD,,,,,新建,撤销
Wenshan Xian,温山县,溫山縣,107.27058,30.02084,今四川涪陵县西北一百十里,Xian,县,6,619,,1068,,44730,POINT,44730,FROM_FD,,,,,新建,撤销
Yong'an Xian,永安县,永安縣,107.29003,29.96096,今四川长寿县东北双龙东十五里,Xian,县,6,618,,733,,44731,POINT,44731,FROM_FD,,,,,新建,撤销
Danxi Xian,丹溪县,丹溪縣,106.66245,28.89238,今四川綦江县南三十里篆塘,Xian,县,6,619,,642,,44732,POINT,44732,FROM_FD,,,,,新建,撤销
Yingshan Xian,瀛山县,瀛山縣,106.73259,28.98623,今四川綦江县东南瀛山,Xian,县,6,630,,638,,44733,POINT,44733,FROM_FD,,,,,新建,撤销
Rongyi Xian,荣懿县,榮懿縣,106.84008,28.85931,今重庆市巴县南蒲河之南青年镇,Xian,县,6,642,,1070,,44734,POINT,44734,FROM_FD,,,,,新建,撤销
Fuhuan Xian,扶欢县,扶歡縣,106.76021,28.84438,今四川綦江县东南“扶欢”,Xian,县,6,642,,1070,,44735,POINT,44735,FROM_FD,,,,,新建,撤销
Nanping Xian,南平县,南平縣,106.86501,29.37043,今四川重庆市区东南一百三十里（约在花桥一,Xian,县,6,630,,682,,44736,POINT,44736,FROM_FD,,,,,新建,迁移治所
Nanping Xian,南平县,南平縣,106.8234,29.51766,今四川重庆市区东南百里鱼池坝东南十里处,Xian,县,6,683,,987,,44737,POINT,44737,FROM_FD,,,,,迁移治所,撤销
Jiangbei Ting,江北厅,江北廳,106.556,29.57969,今重庆市江北区,Ting,厅,6,1754,,1911,,44738,POINT,44738,FROM_FD,,,,,新建,数据下限
Jiange Xian,剑阁县,劍閣縣,105.49878,32.28527,今四川广元市剑阁县下寺镇,Xian,县,6,347,,389,,71088,POINT,71088,FROM_FD,,,,,,
Longhuazhai,隆化寨,隆化寨,107.10468,29.16835,今四川南川县（隆化镇）治,Zhai,寨,6,1070,,1070,,44699,POINT,44699,FROM_FD,,,,,更名,更名
Tianzhu Xian,天柱县,天柱縣,109.20043,26.90881,贵州天柱县治,Xian,县,6,1597,,1911,,0,POINT,200107,FROM_FD,,,,,新建,撤销
Libo Xian,荔波县,荔波縣,107.8784,25.41436,今贵州荔波县,Xian,县,6,1384,,1731,,44043,POINT,44043,FROM_FD,,,,,新建,改属贵州都匀府
Yelang Xian,夜郎县,夜郎縣,105.38912,25.87149,今贵州省关岭县境，北盘江东岸,Xian,县,6,-135,,13,,99001,POINT,99001,FROM_FD,,,,,新建,更名
Yelang Duwei,夜郎都尉,夜郎都尉,105.38912,25.87149,今贵州省关岭县境，北盘江东岸,Xian,县,6,-135,,14,,99002,POINT,99002,FROM_FD,,,,,新建,撤销
Tong Ting Xian,同亭县,同亭縣,105.38912,25.87149,今贵州省关岭县境，北盘江东岸,Xian,县,6,14,,22,,99003,POINT,99003,FROM_FD,,,,,更名,更名
Yelang Xian,夜郎县,夜郎縣,105.38912,25.87149,今贵州省关岭县境，北盘江东岸,Xian,县,6,23,,547,,99004,POINT,99004,FROM_FD,,,,,更名,撤销
Guangtan Xian,广谈县,廣談縣,106.23938,26.35812,今贵州省平坝县境,Xian,县,6,265,,547,,99005,POINT,99005,FROM_FD,,,,,新建,撤销
Wuhou Xian,武候县,武候縣,105.70436,25.80474,今贵州省关岭县境,Xian,县,6,630,,649,,99006,POINT,99006,FROM_FD,,,,,新建,撤销
Wangjiang Xian,望江县,望江縣,105.86796,26.06192,今贵州省安顺、镇宁之间木浪枝二浪河侧,Xian,县,6,630,,649,,99007,POINT,99007,FROM_FD,,,,,新建,撤销
Yingjiang Xian,应江县,應江縣,106.23614,26.33186,今贵州省平坝县南鸡场堡,Xian,县,6,630,,649,,99008,POINT,99008,FROM_FD,,,,,新建,撤销
Shian Xian,始安县,始安縣,105.54273,26.32168,今贵州省普定县沙家马场,Xian,县,6,630,,649,,99009,POINT,99009,FROM_FD,,,,,新建,撤销
Longkun Xian,隆昆县,隆昆縣,106.02527,25.66898,今贵州省紫云县西南,Xian,县,6,630,,649,,99010,POINT,99010,FROM_FD,,,,,新建,撤销
Yanchuan Xian,琰川县,琰川縣,105.80927,25.30221,今贵州省贞丰县南北盘江西岸,Xian,县,6,630,,649,,99011,POINT,99011,FROM_FD,,,,,新建,撤销
Puning Zhou,普宁州,普寧州,106.18463,26.17482,今贵州省安顺双堡,Zhou,州,6,641,,1278,,99012,POINT,99012,FROM_FD,,,,,新建,撤销
Anshun Zhou,安顺州,安順州,106.13946,26.25364,今贵州省安顺东南的旧州,Zhou,州,6,1278,,1464,,99013,POINT,99013,FROM_FD,,,,,新建,治所迁移
Zhenning Zhou,镇宁州,鎮寧州,105.80409,26.1015,今贵州省镇宁县东北的龙井铺至大寨一带,Zhou,州,6,1351,,1531,,99014,POINT,99014,FROM_FD,,,,,新建,治所迁移
Yongning Zhou,永宁州,永寧州,105.48617,25.94873,今贵州省关岭县永宁北十里,Zhou,州,6,1278,,1437,,0,POINT,200108,FROM_FD,,,,,新建,治所迁移
Xi'an Zhou,习安州,習安州,105.4842,26.32043,今贵州省六枝东北至普定西北的三岔河南岸地,Zhou,州,6,1278,,1381,,99016,POINT,99016,FROM_FD,,,,,新建,撤销
Muyi Zhangguansi,慕役司,慕役司,105.60172,25.74449,今贵州省关岭县西南花江镇,Zhangguansi,长官司,6,1386,,1796,,0,POINT,200109,FROM_FD,,,,,新建,撤销
Dingying Zhangguansi,顶营司,頂營司,105.56972,25.94566,今贵州省关岭县顶云乡顶营司,Zhangguansi,长官司,6,1386,,1911,,0,POINT,200110,FROM_FD,,,,,新建,数据下限
Yongning Zhou,永宁州,永寧州,105.61887,25.95077,今贵州省关岭县关岭镇,Zhou,州,6,1602,,1658,,0,POINT,200111,FROM_FD,,,,,治所迁移,治所迁移
Yongning Zhou,永宁州,永寧州,105.48582,25.91021,今贵州省关岭县永宁镇,Zhou,州,6,1659,,1911,,99021,POINT,99021,FROM_FD,,,,,治所迁移,数据下限
Shierying Zhangguansi,十二营长官司,十二營長官司,105.84763,26.29117,今贵州省普定县白岩镇十二营,Zhangguansi,长官司,6,1386,,1683,,99022,POINT,99022,FROM_FD,,,,,新建,撤销
Kangzuo Zhangguansi,康佐长官司,康佐長官司,105.96912,26.04704,今贵州省安顺市西秀区岩腊乡附近,Zhangguansi,长官司,6,1386,,1736,,99023,POINT,99023,FROM_FD,,,,,新建,撤销
Zhenning Zhou,镇宁州,鎮寧州,105.76356,26.0546,今贵州省镇宁县城,Zhou,州,6,1532,,1911,,99025,POINT,99025,FROM_FD,,,,,治所迁移,数据下限
Ningguzhai Zhangguansi,宁谷寨长官司,甯穀寨長官司,105.98964,26.2061,今贵州省安顺市西秀区宁谷镇,Zhangguansi,长官司,6,1386,,1714,,99026,POINT,99026,FROM_FD,,,,,新建,撤销
Anshun Zhou,安顺州,安順州,106.13946,26.25364,今贵州省安顺市西秀区旧州镇,Zhou,州,6,1383,,1531,,99028,POINT,99028,FROM_FD,,,,,更名,治所迁移
Anshun Zhou,安顺州,安順州,105.92786,26.24324,今贵州省安顺市区,Zhou,州,6,1532,,1601,,99029,POINT,99029,FROM_FD,,,,,治所迁移,撤销
Puding Xian,普定县,普定縣,105.92786,26.24324,今贵州省安顺市区,Xian,县,6,1671,,1911,,99030,POINT,99030,FROM_FD,,,,,新建,数据下限
Anping Xian,安平县,安平縣,106.26086,26.41779,今贵州省平坝县城,Xian,县,6,1687,,1911,,99031,POINT,99031,FROM_FD,,,,,新建,撤销
Guihua Ting,归化厅,歸化廳,106.08314,25.75327,今贵州省紫云县城松山镇,Ting,厅,6,1730,,1911,,99032,POINT,99032,FROM_FD,,,,,新建,数据下限
Langdai Ting,郎岱厅,郎岱廳,105.34589,26.09688,今贵州省六盘水市六枝特区郎岱镇,Ting,厅,6,1731,,1911,,99033,POINT,99033,FROM_FD,,,,,新建,数据下限
Guqielan Xian,故且兰县,故且蘭縣,107.75547,26.80155,今贵州省福泉县东黄平县西的重安江畔,Xian,县,6,-111,,264,,99034,POINT,99034,FROM_FD,,,,,新建,更名
Qielan Xian,且兰县,且蘭縣,107.75547,26.80155,今贵州省福泉县东黄平县西的重安江畔,Xian,县,6,265,,419,,99035,POINT,99035,FROM_FD,,,,,更名,更名
Guqielan Xian,故且兰县,故且蘭縣,107.75547,26.80155,今贵州省福泉县东黄平县西的重安江畔,Xian,县,6,420,,478,,99036,POINT,99036,FROM_FD,,,,,更名,更名
Qielan Xian,且兰县,且蘭縣,107.75547,26.80155,今贵州省福泉县东黄平县西的重安江畔,Xian,县,6,479,,547,,99037,POINT,99037,FROM_FD,,,,,更名,撤销
Wanshou Xian,万寿县,萬壽縣,107.57254,27.17255,今贵州省瓮安县东的草塘附近,Xian,县,6,265,,547,,99038,POINT,99038,FROM_FD,,,,,新建,撤销
Wulian Xian,毋敛县,毋斂縣,107.54277,25.82953,今贵州省独山县境,Xian,县,6,-111,,14,,99039,POINT,99039,FROM_FD,,,,,新建,更名
Youlian Xian,有敛县,有斂縣,107.54277,25.82953,今贵州省独山县境,Xian,县,6,14,,22,,99040,POINT,99040,FROM_FD,,,,,更名,更名
Wulian Xian,毋敛县,毋斂縣,107.54277,25.82953,今贵州省独山县境,Xian,县,6,23,,547,,99041,POINT,99041,FROM_FD,,,,,更名,撤销
Dannan Xian,丹南县,丹南縣,108.07102,26.38861,今贵州省雷山县境,Xian,县,6,348,,547,,99042,POINT,99042,FROM_FD,,,,,新建,撤销
Xinning Xian,新宁县,新寧縣,107.42784,25.47549,今贵州省独山县南部,Xian,县,6,348,,478,,99043,POINT,99043,FROM_FD,,,,,新建,更名
Suining Xian,绥宁县,綏寧縣,107.42784,25.47549,今贵州省独山县南部,Xian,县,6,479,,548,,99044,POINT,99044,FROM_FD,,,,,更名,撤销
Zangke Xian,牂柯县,牂柯縣,107.57254,27.17255,今贵州省瓮安县东的草塘附近,Xian,县,6,581,,618,,99045,POINT,99045,FROM_FD,,,,,新建,更名
Jianan Xian,建安县,建安縣,107.57254,27.17255,今贵州省瓮安县东的草塘附近,Xian,县,6,619,,906,,99046,POINT,99046,FROM_FD,,,,,更名,撤销
Xinxing Xian,新兴县,新興縣,107.88153,26.77829,今贵州省黄平与凯里之间,Xian,县,6,620,,906,,99047,POINT,99047,FROM_FD,,,,,新建,撤销
Dushang Xian,都尚县,都尚縣,108.09875,25.8479,今贵州省三都县与榕江县之间,Xian,县,6,629,,906,,99048,POINT,99048,FROM_FD,,,,,新建,撤销
Polan Xian,婆览县,婆覽縣,107.79502,25.90676,今贵州省三都县西南,Xian,县,6,629,,906,,99049,POINT,99049,FROM_FD,,,,,新建,撤销
Yingjiang Xian,应江县,應江縣,108.51667,25.92254,今贵州省榕江境,Xian,县,6,629,,906,,99050,POINT,99050,FROM_FD,,,,,新建,撤销
Tuolong Xian,陁隆县,陁隆縣,108.3093,26.67443,今贵州省台江县境,Xian,县,6,629,,906,,99051,POINT,99051,FROM_FD,,,,,新建,撤销
Luogong Xian,罗恭县,羅恭縣,108.07102,26.38861,今贵州省雷山县境,Xian,县,6,629,,906,,99052,POINT,99052,FROM_FD,,,,,新建,撤销
Dushanzhou Zhangguansi,独山州长官司,獨山州長官司,107.54275,25.82907,今贵州省独山县县城,Zhangguansi,长官司,6,1279,,1378,,99053,POINT,99053,FROM_FD,,,,,新建,更名
Duzhenmanaidengchu Zhangguansi,都镇马乃等处长官司,都鎮馬乃等處長官司,107.45267,26.57075,今贵州省都匀市北七十里处,Zhangguansi,长官司,6,1279,,1367,,99054,POINT,99054,FROM_FD,,,,,新建,撤销
Duyunsanglindulidengchu Zhangguansi,都云桑林独立等处长官司,都雲桑林獨立等處長官司,107.49563,26.27134,今贵州省都匀市西,Zhangguansi,长官司,6,1287,,1367,,99055,POINT,99055,FROM_FD,,,,,新建,撤销
Chenmeng Zhou,陈蒙州,陳蒙州,107.77077,25.87826,今贵州省三都县烂土司,Zhou,州,6,1291,,1367,,99056,POINT,99056,FROM_FD,,,,,新建,撤销
Chenmeng Zhangguansi,陈蒙长官司,陳蒙長官司,107.77077,25.87826,今贵州省三都县烂土司,Zhangguansi,长官司,6,1287,,1367,,99057,POINT,99057,FROM_FD,,,,,新建,撤销
Hejiang Zhou,合江州,合江州,107.86237,25.9922,今贵州省三都县城三合镇,Zhou,州,6,1291,,1367,,99058,POINT,99058,FROM_FD,,,,,新建,撤销
Duyun Xian,都云县,都雲縣,107.51876,26.26565,今贵州省都匀市市区,Xian,县,6,1292,,1367,,99059,POINT,99059,FROM_FD,,,,,新建,撤销
Duyundong Zhangguansi,都云洞长官司,都雲洞長官司,107.51876,26.26565,今贵州省都匀市市区都云洞,Zhangguansi,长官司,6,1279,,1367,,99060,POINT,99060,FROM_FD,,,,,新建,撤销
Zhongduyunbanshuidenchu Zhangguansi,中都云板水司,中都雲板水司,107.45821,26.31482,今贵州省都匀市甘塘镇的邦水,Zhangguansi,长官司,6,1287,,1383,,0,POINT,200112,FROM_FD,,,,,新建,更名
Shangduyundudengchu Zhangguansi,上都云都司,上都雲都司,107.51876,26.26565,今贵州省都匀市市区,Zhangguansi,长官司,6,1335,,1382,,0,POINT,200113,FROM_FD,,,,,更名,更名
Wengbao Zhangguansi,瓮包长官司,甕包長官司,107.53165,26.33346,今贵州省都匀市东部的瓮桃与沙包堡镇一带,Zhangguansi,长官司,6,1279,,1367,,99063,POINT,99063,FROM_FD,,,,,新建,撤销
Maxia Xian,麻峡县,麻峽縣,107.58855,26.49434,今贵州省麻江县县城南,Xian,县,6,1292,,1367,,99064,POINT,99064,FROM_FD,,,,,新建,撤销
Gelaozhai Zhangguansi,仡佬寨长官司,仡佬寨長官司,107.58804,26.49854,今贵州省麻江县城杏山镇,Zhangguansi,长官司,6,1279,,1367,,99065,POINT,99065,FROM_FD,,,,,新建,撤销
Duzhen Zhangguansi,都镇长官司,都鎮長官司,107.52502,26.63607,今贵州省福泉县南部与麻江县交界的马场坪镇,Zhangguansi,长官司,6,1287,,1367,,99066,POINT,99066,FROM_FD,,,,,新建,撤销
Gongxiwangchengyalindengchu Zhangguansi,恭溪望成崖岭等处长官司,恭溪望成崖嶺等處長官司,107.84078,26.60211,今贵州省凯里市万潮镇,Zhangguansi,长官司,6,1279,,1367,,99067,POINT,99067,FROM_FD,,,,,新建,撤销
Pingyue Zhangguansi,平月长官司,平月長官司,107.51251,26.70121,今贵州省福泉县城城厢镇,Zhangguansi,长官司,6,1287,,1380,,99068,POINT,99068,FROM_FD,,,,,新建,撤销
Sanbeidipengdengchu Zhangguansi,三陂地蓬等处长官司,三陂地蓬等處長官司,107.82615,26.62025,今贵州省凯里市万潮镇西北五里,Zhangguansi,长官司,6,1279,,1367,,99069,POINT,99069,FROM_FD,,,,,新建,撤销
Biji Xian,必际县,必際縣,107.63964,26.75969,今贵州省福泉东部,Xian,县,6,1279,,1367,,99070,POINT,99070,FROM_FD,,,,,新建,撤销
Pingpulezhongaodengchu Zhangguansi,平普乐重墺等处长官司,平普樂重墺等處長官司,107.68989,26.80272,今贵州省福泉东部,Zhangguansi,长官司,6,1279,,1367,,99071,POINT,99071,FROM_FD,,,,,新建,撤销
Qianxiwudidengchu Zhangguansi,乾溪吴地等处长官司,乾溪吳地等處長官司,107.29884,26.94702,今贵州省福泉北部歇气坪一带,Zhangguansi,长官司,6,1279,,1367,,99072,POINT,99072,FROM_FD,,,,,新建,撤销
Duyun Zhangguansi,都匀司,都勻司,107.51876,26.26565,今贵州省都匀市市区,Zhangguansi,长官司,6,1494,,1670,,0,POINT,200114,FROM_FD,,,,,新建,数据下限
