id,NAME_PY,NAME_CH,NAME_FT,X_COOR,Y_COOR,PRES_LOC,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,BEG_RULE,END_YR,END_RULE,NOTE_ID,OBJ_TYPE,SYS_ID,GEO_SRC,COMPILER,GEOCOMPLR,CHECKER,END_DATE,BEG_CHG_TY,END_CHG_TY
3401,Binzhou Fu,宾州府,賓州府,127.475451,45.753651,今黑龙江宾县驻地,Fu,府,3,1909,5,1911,6,0,POINT,212363,FROM_AC,,,,,更名,数据下限
3402,Wuchang Ting,五常厅,五常廳,127.156674,44.914271,今黑龙江省五常县驻地,Ting,厅,3,1882,4,1908,5,0,POINT,212364,FROM_AC,,,,,新建,更名
3403,Wuchang Fu,五常府,五常府,127.156674,44.914271,今黑龙江省五常县驻地,Fu,府,3,1909,5,1911,6,0,POINT,212365,FROM_AC,,,,,更名,数据下限
3404,Fenfen Ting,纷芬厅,紛芬廳,131.236538,44.019983,今黑龙江省东宁县东南三岔口,Ting,厅,3,1902,5,1908,5,0,POINT,212366,FROM_AC,,,,,新建,更名和迁移治所
3405,Suifen Fu,绥芬府,綏芬府,129.47843,44.344692,今黑龙江宁安县驻地,Fu,府,3,1909,5,1909,5,0,POINT,212367,FROM_AC,,,,,更名和迁移治所,更名
3406,Ningan Fu,宁安府,甯安府,129.47843,44.344692,今黑龙江宁安县驻地,Fu,府,3,1910,5,1911,6,0,POINT,212368,FROM_AC,,,,,更名,数据下限
3407,Yanji Ting,延吉厅,延吉廳,129.510927,42.910314,今吉林延吉市驻地,Ting,厅,3,1902,5,1908,5,0,POINT,212369,FROM_AC,,,,,新建,更名
3408,Yanji Fu,延吉府,延吉府,129.510927,42.910314,今吉林延吉市驻地,Fu,府,3,1909,5,1911,6,0,POINT,212370,FROM_AC,,,,,更名,数据下限
3409,Yilan Fu,依兰府,依蘭府,129.557611,46.313177,今黑龙江依兰县驻地,Fu,府,3,1905,4,1911,6,0,POINT,212371,FROM_AC,,,,,新建,数据下限
3410,Linjiang Zhou,临江州,臨江州,132.515744,47.65414,今黑龙江省同江县驻地,Zhou,州,3,1906,4,1908,5,0,POINT,212372,FROM_AC,,,,,新建,更名
3411,Linjiang Fu,临江府,臨江府,132.515744,47.65414,今黑龙江省同江县,Fu,府,3,1909,5,1911,6,0,POINT,212373,FROM_AC,,,,,更名,数据下限
3412,Mishan Fu,密山府,密山府,131.988609,45.525309,今黑龙江省密山县知一乡,Fu,府,3,1908,5,1911,6,0,POINT,212374,FROM_AC,,,,,新建,数据下限
3413,Xidangqu Jun,西宕渠郡,西宕渠郡,105.252552,31.397189,今四川省盐亭县西北安家镇安乐村,Jun,郡,3,442,4,509,4,0,POINT,212057,FROM_FD,满志敏,,,,新建,
3414,Fuyv Jun,伏虞郡,伏虞郡,106.730529,31.538127,今四川省仪陇县东北大罗场大罗池,Jun,郡,3,535,4,582,4,0,POINT,212058,FROM_FD,邹逸麟,,,,新建,撤销
3415,Jingyang Jun,景阳郡,景陽郡,106.769629,31.114809,今四川省营山县东黄渡镇,Jun,郡,3,547,4,582,4,0,POINT,212059,FROM_FD,邹逸麟,,,,新建,撤销
3416,Guang'an Jun,广安军,廣安軍,106.880523,30.567882,今四川省广安县东北大良城,Jun,军,3,1243,4,1265,4,0,POINT,212060,FROM_FD,邹逸麟,,,,治所迁移,更名
3417,Nixi Jun,宁西军,寧西軍,106.880523,30.567882,今四川省广安县东北大良城,Jun,军,3,1266,4,1274,4,0,POINT,212061,FROM_FD,邹逸麟,,,,更名,治所迁移
3418,Nixi Jun,宁西军,寧西軍,106.636743,30.47192,今四川省广安县治,Jun,军,3,1275,4,1277,4,0,POINT,212062,FROM_FD,邹逸麟,,,,治所迁移,撤销
3419,Xin'an Jun,新安郡,新安郡,107.375417,31.098194,今四川达县西南铜宝河口西十里,Jun,郡,3,536,4,582,4,0,POINT,212063,FROM_FD,邹逸麟,,,,新建,撤销
3420,Nanjin Jun,南晋郡,南晉郡,108.124994,31.764594,今四川省万源县东南固军乡,Jun,郡,3,536,4,552,4,0,POINT,212064,FROM_FD,满志敏,,,,新建,更名
3421,Yongchang Jun,永昌郡,永昌郡,108.124994,31.764594,今四川省万源县东南固军乡,Jun,郡,3,553,4,556,4,0,POINT,212065,FROM_FD,满志敏,,,,更名,更名
3422,Hechang Jun,和昌郡,和昌郡,108.124994,31.764594,今四川省万源县东南固军乡,Jun,郡,3,557,4,582,4,0,POINT,212066,FROM_FD,满志敏,,,,更名,撤销
3423,Bing Zhou,并州,並州,108.124994,31.764594,今四川省万源县东南固军乡,Zhou,州,3,536,4,584,4,0,POINT,212067,FROM_FD,满志敏,,,,新建,撤销
3424,Yi Zhou,义州,義州,103.475751,29.769103,今四川省夹江县西北南安,Zhou,州,3,719,4,719,4,0,POINT,212068,FROM_FD,邹逸麟,,,,新建,撤销
3425,Longshan Jun,隆山郡,隆山郡,103.874793,30.197071,今四川省彭山县治,Jun,郡,3,561,4,582,4,0,POINT,212069,FROM_FD,邹逸麟,,,,新建,撤销
3426,Diaomen Xuanfusi,碉门宣抚司,碉門宣撫司,102.757306,30.069609,今四川省天全县治,Xuanfusi,宣抚司,3,1265,4,1275,4,0,POINT,212070,FROM_FD,邹逸麟,,,,新建,更名
3427,Liufan Zhaotaosi,六番招讨司,六番招討司,102.757306,30.069609,今四川省天全县治,Zhaotaosi,招讨司,3,1276,4,1373,4,96387,POINT,96387,FROM_FD,邹逸麟,,,,新建,更名
3428,Dang Zhou,当州,當州,102.988205,32.077676,今四川省黑水县北,Zhou,州,3,647,4,741,4,111056,POINT,212559,FROM_FD,满志敏,,,,新建,更名
3429,Jiangyuan Jun,江源郡,江源郡,102.988205,32.077676,今四川省黑水县北,Jun,郡,3,742,4,757,4,111330,POINT,212593,FROM_FD,满志敏,,,,更名,更名
3430,Dang Zhou,当州,當州,102.988205,32.077676,今四川省黑水县北,Zhou,州,3,758,4,762,4,0,POINT,212071,FROM_FD,满志敏,,,,更名,撤销
3431,Beibu Jun,北部郡,北部郡,103.848948,31.681696,今四川省茂县治,Jun,郡,3,522,4,582,4,0,POINT,212072,FROM_FD,满志敏,,,,新建,撤销
3432,Huichuan Wei,会川卫,會川衛,102.241846,26.666749,今四川省会理县治,Wei,卫,3,1392,4,1727,4,0,POINT,212073,FROM_FD,满志敏,,,,新建,撤销
3433,Baisha Jun,白沙郡,白沙郡,102.200505,28.293489,今四川省冕宁县南泸沽镇,Jun,郡,3,565,4,582,4,0,POINT,212074,FROM_FD,满志敏,,,,新建,撤销
3434,Suzhou Wei,苏州卫,蘇州衛,102.167622,28.550884,今四川省冕宁县,Wei,卫,3,1388,4,1393,4,0,POINT,212075,FROM_FD,满志敏,,,,新建,更名
3435,Ningfan Wei,宁番卫,甯番衛,102.167622,28.550884,今四川省冕宁县,Wei,卫,3,1394,4,1727,4,0,POINT,212076,FROM_FD,满志敏,,,,更名,撤销
3436,Baixing Fu,柏兴府,柏興府,101.508913,27.424461,今四川省盐源县治,Fu,府,3,1290,4,1391,4,0,POINT,212077,FROM_FD,满志敏,,,,新建,更名
3437,Yanjing Wei,盐井卫,鹽井衛,101.508913,27.424461,今四川省盐源县治,Wei,卫,3,1393,4,1727,4,0,POINT,212078,FROM_FD,满志敏,,,,更名,撤销
3438,Qiongbu Jun,邛部郡,邛部郡,102.594418,28.71674,今四川省越西县东北,Jun,郡,3,565,4,582,4,0,POINT,212079,FROM_FD,满志敏,,,,新建,撤销
3439,Yuexi Wei,越嶲卫,越嶲衛,102.510502,28.644848,今四川省越西县治,Wei,卫,3,1392,4,1727,4,0,POINT,212080,FROM_FD,满志敏,,,,新建,撤销
3440,Dingchang Lu,定昌路,定昌路,102.137613,27.254786,今四川省德昌县南,Lu,路,3,1275,4,1285,4,0,POINT,212081,FROM_FD,满志敏,,,,新建,更名和治所迁移
3441,Junlian Zhou,筠连州,筠連州,104.50567,28.165352,今四川省筠连县治,Zhou,州,3,1278,4,1370,4,0,POINT,212082,FROM_FD,满志敏,,,,新建,撤销
3442,Gong Zhou,巩州,鞏州,104.823556,28.091247,今四川省珙县南罗星渡,Zhou,州,3,677,4,741,4,0,POINT,212083,FROM_FD,满志敏,,,,新建,更名
3443,Yinzhong Jun,因忠郡,因忠郡,104.823556,28.091247,今四川省珙县南罗星渡,Jun,郡,3,742,4,757,4,111328,POINT,212591,FROM_FD,满志敏,,,,更名,更名
3444,Gong Zhou,巩州,鞏州,104.823556,28.091247,今四川省珙县南罗星渡,Zhou,州,3,758,4,1082,4,0,POINT,212084,FROM_FD,满志敏,,,,更名,撤销
3445,Yan Zhou,晏州,晏州,105.096382,28.335368,今四川省兴文县西晏阳镇,Zhou,州,3,977,4,741,4,0,POINT,212085,FROM_FD,满志敏,,,,新建,更名
3446,Luoyang Jun,罗阳郡,羅陽郡,105.096382,28.335368,今四川省兴文县西晏阳镇,Jun,郡,3,742,4,757,4,111341,POINT,212597,FROM_FD,满志敏,,,,更名,更名
3447,Yan Zhou,晏州,晏州,105.096382,28.335368,今四川省兴文县西晏阳镇,Zhou,州,3,758,4,1082,4,0,POINT,212086,FROM_FD,满志敏,,,,更名,撤销
3448,Pingyuan Fu,平远府,平遠府,105.768748,26.666633,今贵州省织金县县治,Fu,府,3,1665,4,1683,4,0,POINT,212087,FROM_FD,马琦,孙涛,,,新建,撤销
3449,Shunyuan Xuanweisi,顺元宣慰司,順元宣慰司,106.028284,27.032436,今贵州省黔西县治,Xuanweisi,宣慰司,3,1280,4,1370,4,0,POINT,212088,FROM_FD,满志敏,,,,新建,更名
3450,Qianxi Fu,黔西府,黔西府,106.028284,27.032436,今贵州省黔西县治,Fu,府,3,1665,4,1683,4,0,POINT,212089,FROM_FD,马琦,孙涛,,,更名,撤销
3451,Wusa Wei,乌撒卫,烏撒衛,104.286836,26.862259,今贵州省威宁县治,Wei,卫,3,1382,4,1686,4,0,POINT,212090,FROM_FD,满志敏,,,,新建,撤销
3452,Xiancheng Jun,新成郡,新成郡,109.011247,32.70532,今陕西省安康县江北中渡台,Jun,郡,3,14,4,22,4,0,POINT,212091,FROM_FD,王大学,孙涛,,,更名,更名
3453,Hanzhong Wei,汉中卫,漢中衛,107.007184,33.072805,今陕西省汉中市西,Wei,卫,3,1371,4,1658,4,0,POINT,212092,FROM_FD,王大学,孙涛,,,新建,撤销
3454,Hanzhong Jun,汉中郡,漢中郡,109.011247,32.70532,今陕西省安康县江北中渡台,Jun,郡,3,23,4,25,4,0,POINT,212093,FROM_FD,王大学,孙涛,,,更名,治所迁移
3455,Pantou Jun,槃头郡,槃頭郡,106.058511,33.585523,今陕西省略阳县白水江镇北,Jun,郡,3,506,4,582,4,0,POINT,212094,FROM_FD,王大学,孙涛,,,新建,撤销
3456,Shang Zhou,商州,商州,109.932679,33.869813,今陕西省商县治,Zhou,州,3,1368,4,1373,4,0,POINT,212095,FROM_FD,王大学,孙涛,,,新建,撤销
3457,Weiyang Jun,洧阳郡,洧陽郡,109.698611,32.93666,今陕西省旬阳县东北蜀河镇,Jun,郡,3,552,4,560,4,0,POINT,212096,FROM_FD,王大学,孙涛,,,新建,更名
3458,Changgang Jun,长冈郡,長岡郡,109.698611,32.93666,今陕西省旬阳县东北蜀河镇,Jun,郡,3,561,4,561,4,0,POINT,212097,FROM_FD,王大学,孙涛,,,新建,更名
3459,Jinchang Jun,晋昌郡,晉昌郡,108.247544,33.039034,今陕西省石泉县治,Jun,郡,3,539,4,539,4,0,POINT,212098,FROM_FD,王大学,孙涛,,,治所迁移,治所迁移
3460,Jinchang Jun,晋昌郡,晉昌郡,108.081078,33.056243,今陕西省石泉县西泾洋河口,Jun,郡,3,540,4,540,4,0,POINT,212099,FROM_FD,王大学,孙涛,,,治所迁移,更名
3461,Shun'an Jun,顺安军,順安軍,115.918675,38.677616,今河北省高阳县治,Jun,军,3,997,4,1128,4,87737,POINT,87737,FROM_FD,傅林祥,满志敏,,,治所迁移,更名
3462,Qianning Jun,乾宁军,乾寧軍,116.836535,38.576919,今河北省青县驻地青州镇,Jun,军,3,982,4,1106,4,88220,POINT,88220,FROM_FD,傅林祥,孙涛,,,新建,更名
3463,Pingrong Jun,平戎军,平戎軍,116.357264,39.002707,今河北省文安县新镇,Jun,军,3,981,4,1003,4,0,POINT,212100,FROM_FD,傅林祥,孙涛,,,新建,更名
3464,Baoding Jun,保定军,保定軍,116.357264,39.002707,今河北省文安县新镇,Jun,军,3,1004,4,1128,4,0,POINT,212101,FROM_FD,傅林祥,孙涛,,,更名,撤销
3465,Polu Jun,破虏军,破虜軍,116.644564,39.14597,今河北省霸县信安镇,Jun,军,3,981,4,1003,4,0,POINT,212102,FROM_FD,傅林祥,孙涛,,,新建,更名
3466,Xin'an Jun,信安军,信安軍,116.644564,39.14597,今河北省霸县信安镇,Jun,军,3,1004,4,1166,4,0,POINT,212103,FROM_FD,傅林祥,孙涛,,,新建,更名
3467,Ba Zhou,霸州,霸州,116.395651,39.101567,今河北省霸县治,Zhou,州,3,959,4,1167,4,0,POINT,212104,FROM_FD,傅林祥,孙涛,,,新建,
3468,Zhao Zhou,赵州,趙州,114.772531,37.752927,今河北省赵县驻地赵州镇,Zhou,州,3,1220,4,1235,4,0,POINT,212105,FROM_AC,傅林祥,孙涛,,,更名,撤销
3469,Shen Zhou,深州,深州,115.549247,38.011734,今河北省深州市驻地,Zhou,州,3,1220,4,1223,4,88107,POINT,88107,FROM_AC,傅林祥,孙涛,,,治所迁移,治所迁移
3470,Shen Zhou,深州,深州,115.60597,37.721227,河北省衡水县西南北沼武城,Zhou,州,3,1224,4,1234,4,0,POINT,212106,FROM_FD,傅林祥,孙涛,,,治所迁移,治所迁移
3471,Shen Zhou,深州,深州,115.549247,38.011734,今河北省深州市驻地东南,Zhou,州,3,1235,4,1237,4,0,POINT,212107,FROM_AC,傅林祥,孙涛,,,治所迁移,撤销
3472,Ansu Jun,安肃军,安肅軍,115.650467,39.02012,今河北徐水县驻地安肃镇,Jun,军,3,1126,4,1128,4,87660,POINT,87660,FROM_FD,傅林祥,孙涛,,,更名,更名
3473,Zhi Zhou,泜州,泜州,114.364733,38.304692,今河北灵寿县驻地灵寿镇,Zhou,州,3,768,4,773,4,0,POINT,212108,FROM_FD,傅林祥,孙涛,,,新建,撤销
3474,Zhenning Zhou,镇宁州,鎮寧州,114.31083,38.083892,今河北获鹿县驻地获鹿镇,Zhou,州,3,1219,4,1228,4,0,POINT,212109,FROM_FD,傅林祥,孙涛,,,新建,更名
3475,Jiao Zhou,胶州,膠州,120.010985,36.288716,今山东省胶县治,Zhilizhou,直隶州,3,1904,4,1911,6,86012,POINT,86012,FROM_FD,王文楚,孙涛,,,新建,撤销
3476,En Zhou,恩州,恩州,116.07331,37.213133,今山东武城县东北旧城,Zhou,州,3,1265,4,1368,4,0,POINT,212110,FROM_FD,王文楚,孙涛,,,治所迁移,撤销
3477,Dongping Zhou,东平州,東平州,116.389843,35.972541,今山东省东平县西北,Zhilizhou,直隶州,3,1730,4,1734,4,0,POINT,212111,FROM_FD,王文楚,孙涛,,,新建,撤销
3478,Deng Zhou,登州,登州,120.752499,37.80969,今山东省蓬莱县治,Zhou,州,3,1373,4,1375,4,86031,POINT,86031,FROM_FD,王文楚,孙涛,,,新建,更名
3479,Lai Zhou,莱州,萊州,119.938469,37.175394,今山东省莱州市,Zhou,州,3,1373,4,1375,4,86029,POINT,86029,FROM_FD,王文楚,孙涛,,,新建,更名
3480,Bin Zhou,滨州,濱州,117.962012,37.479756,今山东省滨县治,Zhou,州,3,1368,4,1369,4,0,POINT,212112,FROM_FD,王文楚,孙涛,,,新建,撤销
3481,Dongping Fu,东平府,東平府,116.389843,35.972541,今山东省东平县治,Fu,府,3,1367,4,1373,4,0,POINT,212113,FROM_FD,王文楚,孙涛,,,更名,撤销
3482,Xinyang Zhou,信阳州,信陽州,114.07196,32.1279,今河南省信阳市,Zhou,州,3,1368,4,1370,4,0,POINT,212114,FROM_FD,赵永复,孙涛,,,新建,撤销
3483,Zhuanglang Zhou,庄浪州,莊浪州,106.186263,35.388875,今甘肃省庄浪县通边镇,Zhou,州,3,1304,4,1369,4,0,POINT,212115,FROM_FD,,孙涛,,,更名,撤销
3484,Zhuanglang Lu,庄浪路,莊浪路,106.186263,35.388875,今甘肃省庄浪县通边镇,Lu,路,3,1267,4,1303,4,0,POINT,212116,FROM_FD,,孙涛,,,更名,撤销
3485,Ningxiahou Wei,宁夏后卫,寧夏後衛,107.40235,37.78424,今宁夏盐池县治,Wei,卫,3,1506,4,1666,4,0,POINT,212117,FROM_FD,,孙涛,,,新建,撤销
3486,Jingning Zhou,静宁州,靜寧州,105.726856,35.521317,今甘肃省静宁县治,Zhou,州,3,1278,4,1369,4,0,POINT,212118,FROM_FD,段伟,孙涛,,,更名,撤销
3487,Zhenyuan Zhou,镇原州,鎮原州,107.194589,35.678014,今甘肃省镇原县治,Zhou,州,3,1240,4,1369,4,0,POINT,212119,FROM_FD,段伟,孙涛,,,新建,撤销
3488,Long Zhou,陇州,隴州,106.857761,34.89,今陕西陇县,Zhou,州,3,1279,4,1368,4,0,POINT,212120,FROM_FD,段伟,孙涛,,,,
3489,Qin Zhou,秦州,秦州,105.72001,34.58117,今甘肃天水市,Zhou,州,3,1240,4,1367,4,0,POINT,212121,FROM_FD,段伟,孙涛,,,新建,撤销
3490,Hui Zhou,会州,會州,105.05625,35.69418,今甘肃省会宁县治,Zhou,州,3,1320,4,1376,4,0,POINT,212122,FROM_FD,段伟,孙涛,,,新建,撤销
3491,Ningxiazhong Wei,宁夏中卫,寧夏中衛,105.185048,37.514848,今宁夏中卫县治,Wei,卫,3,1403,4,1723,4,0,POINT,212123,FROM_FD,,孙涛,,,新建,撤销
3492,Hami Wei,哈密卫,哈密衛,93.511149,42.822568,今新疆哈密市,Wei,卫,3,1406,4,1476,4,0,POINT,212124,FROM_FD,,孙涛,,,更名,撤销
3493,Shazhou Wei,沙州卫,沙州衛,95.936582,40.360482,今甘肃省安西县东南,Wei,卫,3,1405,4,1445,4,0,POINT,212125,FROM_FD,,孙涛,,,新建,撤销
3494,Gaotai Suo,高台所,高臺所,99.541983,39.665819,今甘肃肃南县东北,Suo,所,3,1456,4,1723,4,0,POINT,212126,FROM_FD,,孙涛,,,新建,撤销
3495,Zhenyi Suo,镇夷所,鎮夷所,99.392694,39.905928,今高台县西北黑河北,Suo,所,3,1397,4,1723,4,0,POINT,212127,FROM_FD,,孙涛,,,新建,撤销
3496,Linhe Wei,临河卫,臨河衛,103.090394,38.623267,今甘肃省民勤县治,Wei,卫,3,1382,4,1396,4,0,POINT,212128,FROM_FD,,孙涛,,,新建,更名
3497,Zhenfan Wei,镇番卫,鎮番衛,103.090394,38.623267,今甘肃省民勤县治,Wei,卫,3,1397,4,1723,4,0,POINT,212129,FROM_FD,,孙涛,,,更名,撤销
3498,Qianpeng Ting,黔彭厅,黔彭廳,108.780289,29.527235,今四川省黔江县治,Zhiliting,直隶厅,3,1733,4,1735,4,96631,POINT,96631,FROM_FD,邹逸麟,孙涛,,,新建,更名和治所迁移
3499,Ya Zhou,雅州,雅州,102.995058,29.988669,今四川省雅安县治,Zhou,州,3,1371,4,1728,4,0,POINT,212130,FROM_FD,邹逸麟,孙涛,,,新建,更名
3500,Baixing Zhou,柏兴州,柏興州,101.508913,27.424461,今四川省盐源县治,Zhou,州,3,1392,4,1392,4,0,POINT,212131,FROM_FD,陆韧,孙涛,,,更名,撤销
3501,Pu'an Fu,普安府,普安府,104.765428,25.791573,今贵州省六盘水市盘县特区旧普安,Fu,府,3,1382,4,1393,4,0,POINT,212132,FROM_FD,,孙涛,,,更名,
3502,Puding Fu,普定府,普定府,105.928572,26.248081,今贵州省安顺市西秀区旧州镇,Fu,府,3,1382,4,1382,4,0,POINT,212133,FROM_FD,,孙涛,,,更名,
3503,Zheliaodian Zhangguansi,者乐甸长官司,者樂甸長官司,101.10671,24.00882,云南省镇沅彝族哈尼族拉祜自治县恩乐镇,Zhangguansi,长官司,3,1403,,1726,,45406,POINT,45406,FROM_FD,,,,,,新建
3504,Malongtalangdian Si,马龙他郎甸司,馬龍他郎甸司,102.052629,24.140665,今云南省新平县西北新华镇,Zhangguansi,长官司,3,1384,4,1500,4,0,POINT,212134,FROM_FD,,孙涛,,,新建,更名
3505,Xinhua Zhou,新化州,新化州,102.052629,24.140665,今云南省新平县西北新华镇,Zhou,州,3,1501,4,1590,4,0,POINT,212135,FROM_FD,,孙涛,,,更名,撤销
3506,Cheli Fu,车里府,車裏府,100.794001,22.012759,今云南省景洪市,Fu,府,3,1382,4,1383,4,0,POINT,212136,FROM_FD,,孙涛,,,更名,更名
3507,Cheli Si,车里宣慰司,車裡宣慰司,100.794001,22.012759,今云南省景洪市,Xuanweisi,宣慰司,3,1384,4,1660,4,0,POINT,212137,FROM_FD,,孙涛,,,更名,撤销
3508,Beisheng Fu,北胜府,北勝府,100.745475,26.689208,今云南省永胜县,Fu,府,3,1382,4,1383,4,0,POINT,212138,FROM_FD,,孙涛,,,新建,撤销
3509,Dahou Zhou,大侯州,大侯州,100.136946,24.44161,今云南省云县罗闸河南岸,Zhou,州,3,1428,4,1596,4,0,POINT,212139,FROM_FD,,孙涛,,,更名,撤销
3510,Dahou Si,大侯司,大侯司,100.136946,24.44161,今云南省云县罗闸河南岸,Zhangguansi,长官司,3,1403,4,1427,4,0,POINT,212140,FROM_FD,,孙涛,,,新建,更名
3511,Shunning Fu,顺宁府,順寧府,99.909921,24.597958,今云南省凤庆县城凤山镇,Fu,府,3,1384,4,1911,4,0,POINT,212141,FROM_FD,陆韧,孙涛,,,新建,数据下限
3512,Mouzhan Fu,谋粘府,謀粘府,99.623011,23.734393,今云南省耿马傣族佤族自治县东北勐撒,Fu,府,3,1382,4,1383,4,0,POINT,212142,FROM_FD,,孙涛,,,更名,撤销
3513,Lujiang Anfusi,潞江安抚司,潞江安撫司,98.89269,24.923851,云南省保山市怒江坝老城,Anfusi,安抚司,3,1418,4,1521,4,0,POINT,212143,FROM_FD,,孙涛,,,更名,撤销
3514,Lujiang Zhangguansi,潞江长官司,潞江長官司,98.89269,24.923851,云南省保山市怒江坝老城,Zhangguansi,长官司,3,1403,4,1417,4,0,POINT,212144,FROM_FD,,孙涛,,,新建,更名
3515,Menglian Si,孟连司,孟璉司,99.591922,22.339658,云南省孟连傣族拉祜族瓦族自治县城孟连镇,Zhangguansi,长官司,3,1406,4,1708,4,0,POINT,212145,FROM_FD,,孙涛,,,新建,撤销
3516,Xundian Fu,寻甸府,尋甸府,103.283368,25.56252,今云南省寻甸县东六里中桥,Fu,府,3,1383,4,1527,4,0,POINT,212146,FROM_FD,,,,,,
3517,Xundian Fu,寻甸府,尋甸府,103.253997,25.562552,今云南省寻甸县治,Fu,府,3,1528,4,1668,4,0,POINT,212147,FROM_FD,,,,,,
3518,Xundian Fu,仁德府,仁德府,103.283368,25.56252,今云南省寻甸县东六里中桥,Fu,府,3,1276,4,1382,4,0,POINT,212148,FROM_FD,,,,,,
3519,Duyun Junminzhihuishisi,都匀军民指挥使司,都勻指揮司,107.514025,26.245221,今贵州省都匀市区,Zhihuisi,指挥司,3,1396,4,1493,4,0,POINT,212149,FROM_FD,马琦,孙涛,,,更名,更名
3520,Sinan Xuanweisi,思南宣慰司,思南宣慰司,108.417428,27.052131,今贵州省镇沅县,Xuanweisi,宣慰司,3,1365,4,1388,4,0,POINT,212150,FROM_FD,马琦,孙涛,,,更名,治所迁移
3521,Sizhou Xuanfusi,思州宣抚司,思州宣撫司,108.417428,27.052131,今贵州省镇远县,Xuanfusi,宣抚司,3,1330,4,1364,4,0,POINT,212151,FROM_FD,马琦,孙涛,,,新建,更名
3522,Jinzhu Anfusi,金筑安抚司,金築安撫司,106.380271,26.186252,今贵州省长顺县广顺镇,Anfusi,安抚司,3,1438,4,1475,4,0,POINT,212152,FROM_FD,马琦,孙涛,,,新建,撤销
3523,Xinghe Lu,兴和路,興和路,114.707886,41.156963,今内蒙古张北县治,Lu,路,3,1312,4,1369,4,0,POINT,212153,FROM_FD,傅林祥,孙涛,,,新建,
3524,Jining Lu,集宁路,集甯路,113.371189,40.953466,今内蒙古集宁市东南土城子,Lu,路,3,1240,4,1367,4,0,POINT,212154,FROM_FD,傅林祥,孙涛,,,新建,撤销
3525,Taiyuan Lu,太原路,太原路,112.565127,37.873765,今山西晋中市榆次区,Lu,路,3,1278,4,1304,4,0,POINT,212155,FROM_AC,王杰榆,满志敏,,,新建,更名
3526,Lu Zhou,潞州,潞州,113.103789,36.183506,今山西省长治市,Zhou,州,3,1368,4,1528,4,94067,POINT,94067,FROM_AC,王尚义王杰,满志敏,,,新建,更名
3527,Shangdu Lu,上都路,上都路,116.077034,42.519903,今内蒙古多伦县西北,Lu,路,3,1263,4,1380,4,0,POINT,212156,FROM_FD,傅林祥,孙涛,,,新建,更名
3528,Jingjiang Lu,静江路,静江路,110.286458,25.279771,今广西桂林市,Lu,路,3,1278,4,1367,4,0,POINT,212157,FROM_AC,张修桂,满志敏,,,更名,更名
3529,Yongzhou Lu,邕州路,邕州路,108.31222,22.8058,今 广西南宁市,Lu,路,3,1279,4,1323,4,0,POINT,212158,FROM_AC,张修桂,满志敏,,,更名,更名
3530,Nanning Lu,南宁路,南寧路,108.31222,22.8058,今广西南宁市,Lu,路,3,1324,4,1367,4,35404,POINT,35404,FROM_AC,张修桂,满志敏,,,更名,更名
3531,Wuzhou Lu,梧州路,梧州路,111.308783,23.486563,今广西梧州市,Lu,路,3,1279,4,1367,4,35405,POINT,35405,FROM_AC,张修桂,满志敏,,,更名,更名
3532,Xunzhou Lu,浔州路,潯州路,110.071848,23.394236,今广西桂平县治,Lu,路,3,1279,4,1367,4,35406,POINT,35406,FROM_AC,张修桂,满志敏,,,更名,更名
3533,Liuzhou Lu,柳州路,柳州路,109.244627,24.532158,今广西柳城县南龙江南岸南丹村,Lu,路,3,1279,4,1367,4,35407,POINT,35407,FROM_FD,张修桂,满志敏,,,更名,更名和治所迁移
3534,Qingyuan Lu,庆远路,慶遠路,108.656043,24.490425,今广西宜山县治,Lu,路,3,1279,4,1296,4,0,POINT,212159,FROM_AC,张修桂,满志敏,,,更名,更名
3535,Qingyuannandan Anfusi,庆远南丹安抚司,慶遠南丹安撫司,108.656043,24.490425,今广西宜山县治,Anfusi,安抚司,3,1297,4,1367,4,0,POINT,212160,FROM_AC,张修桂,满志敏,,,更名,更名
3536,Nandan Anfusi,南丹安抚司,南丹安撫司,107.534964,24.983303,今广西南丹县治,Anfusi,安抚司,3,1294,4,1296,4,0,POINT,212161,FROM_AC,张修桂,满志敏,,,新建,撤销
3537,Pingle Fu,平乐府,平樂府,110.646701,24.635421,今广西平乐县治,Fu,府,3,1301,4,1911,6,0,POINT,212162,FROM_AC,张修桂,满志敏,,,更名,数据下限
3538,Yulin Zhou,郁林州,郁林州,110.146067,22.631742,今广西玉林市,Zhou,州,3,1277,4,1368,4,0,POINT,212163,FROM_AC,张修桂,满志敏,,,更名,撤销
3539,Rongzhou Lu,容州路,容州路,110.551227,22.863239,今广西容县治,Lu,路,3,1279,4,1284,4,35413,POINT,35413,FROM_AC,张修桂,满志敏,,,更名,更名
3540,Rong Zhou,容州,容州,110.551227,22.863239,今广西容县治,Zhou,州,3,1285,4,1368,4,35414,POINT,35414,FROM_AC,张修桂,满志敏,,,更名,撤销
3541,Xiangzhou Lu,象州路,象州路,109.682636,23.957736,今广西象州县治,Lu,路,3,1278,4,1284,4,35415,POINT,35415,FROM_AC,张修桂,满志敏,,,更名,更名
3542,Xiang Zhou,象州,象州,109.682636,23.957736,今广西象州县治,Zhou,州,3,1285,4,1368,4,35416,POINT,35416,FROM_AC,张修桂,满志敏,,,更名,撤销
