id,toponym,location,Address,Match Type,Match Result,Match Level,Match Error,Province,City,County,Direction,geometry,X,Y
213.0,居巢,安徽省六安县东北,安徽省六安县东北,Single,[{'city': 3415}],City,[],['安徽'],['六安'],['NA'],东北,POINT (116.39834601932587 32.121570977949645),116.39834601932587,32.121570977949645
214.0,吴,江苏省苏州市,江苏省苏州市,Single,[{'city': 3205}],City,[],['江苏'],['苏州'],['NA'],,POINT (120.7126511410452 31.39026754301627),120.7126511410452,31.39026754301627
215.0,蔡,今河南省上蔡县城关一带,今河南省上蔡县城关一带,Single,[{'county': 411722}],County,[],['河南'],['驻马店'],['上蔡'],,POINT (114.43567889279541 33.303063368792536),114.43567889279541,33.303063368792536
215.0,新蔡,今河南省新蔡县,今河南省新蔡县,Single,[{'county': 411729}],County,[],['河南'],['驻马店'],['新蔡'],,POINT (114.93042439650982 32.79284167208256),114.93042439650982,32.79284167208256
215.0,州来,今安徽省凤台县,今安徽省凤台县,Single,[{'county': 340421}],County,[],['安徽'],['淮南'],['凤台'],,POINT (116.58366822479394 32.778453487255135),116.58366822479394,32.778453487255135
217.0,钟离,安徽省凤阳县东北临淮关,安徽省凤阳县东北临淮关,Single,[{'county': 341126}],County,[],['安徽'],['滁州'],['凤阳'],,POINT (117.6495453769205 32.83467915504201),117.6495453769205,32.83467915504201
218.0,朱方,江苏省镇江市东丹徒镇,江苏省镇江市东丹徒镇,Single,[{'county': 321112}],County,[],['江苏'],['镇江'],['丹徒'],,POINT (119.41218290566925 32.043072090000535),119.41218290566925,32.043072090000535
220.0,汝水,河南省襄城县南,河南省襄城县南,Single,[{'county': 411025}],County,[],['河南'],['许昌'],['襄城'],南,POINT (113.59354650214388 33.77590930275432),113.59354650214388,33.77590930275432
220.0,襄城县,今河南省襄城县,今河南省襄城县,Single,[{'county': 411025}],County,[],['河南'],['许昌'],['襄城'],,POINT (113.56219221195806 33.860050741376114),113.56219221195806,33.860050741376114
223.0,兰陵,山东省苍山县西南,山东省苍山县西南,Single,[{'province': 37}],Province,[],['山东'],['NA'],['NA'],西南,POINT (116.68355099730081 35.443140825344365),116.68355099730081,35.443140825344365
224.0,寿春,今安徽省寿县,今安徽省寿县,Single,[{'province': 34}],Province,[],['安徽'],['NA'],['NA'],,POINT (117.14809790774521 32.07365199116148),117.14809790774521,32.07365199116148
224.0,今,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
224.0,尚,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
224.0,繁丘,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
224.0,喜,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
224.0,美陵,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
224.0,正阳,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
224.0,中阳,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
224.0,阳,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
224.0,鄝,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
224.0,陵,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
224.0,株阳,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
224.0,夷阳,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
224.0,鬲,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
224.0,阳陵,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
224.0,新都,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
224.0,州,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
224.0,尊阳,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
225.0,秦县,今甘肃省天水市,今甘肃省天水市,Single,[{'city': 6205}],City,[],['甘肃'],['天水'],['NA'],,POINT (105.56274238051873 34.60741068424415),105.56274238051873,34.60741068424415
225.0,上邽,今甘肃省天水市,今甘肃省天水市,Single,[{'city': 6205}],City,[],['甘肃'],['天水'],['NA'],,POINT (105.56274238051873 34.60741068424415),105.56274238051873,34.60741068424415
225.5,秦县,今甘肃省甘谷县东,今甘肃省甘谷县东,Single,[{'county': 620523}],County,[],['甘肃'],['天水'],['甘谷'],东,POINT (105.38439828275855 34.84159355453501),105.38439828275855,34.84159355453501
225.5,冀县,属天水郡,属天水郡,Single,[{'city': 6205}],City,[],['甘肃'],['天水'],['NA'],,POINT (105.56274238051873 34.60741068424415),105.56274238051873,34.60741068424415
226.0,下邽县,今陕西省渭南市北,今陕西省渭南市北,Single,[{'city': 6105}],City,[],['陕西'],['渭南'],['NA'],北,POINT (110.00285855788006 35.40464219324823),110.00285855788006,35.40464219324823
227.0,秦县,今陕西省西安市南,今陕西省西安市南,Single,[{'city': 6101}],City,[],['陕西'],['西安'],['NA'],南,POINT (108.65098194791896 33.91365067571057),108.65098194791896,33.91365067571057
227.0,杜县,京兆尹,京兆尹,Single,[],0,['No Match'],[],[],[],,,,
228.0,秦县,今陕西省华县,今陕西省华县,Single,[{'province': 61}],Province,[],['陕西'],['NA'],['NA'],,POINT (109.56737398447608 35.637090531250415),109.56737398447608,35.637090531250415
228.0,郑县,属京兆尹,属京兆尹,Single,[],0,['No Match'],[],[],[],,,,
229.0,小虢,今陕西省宝鸡县西,今陕西省宝鸡县西,Single,[{'city': 6103}],City,[],['陕西'],['宝鸡'],['NA'],西,POINT (106.94687429694063 34.34824100419983),106.94687429694063,34.34824100419983
229.0,虢县,属右扶风,属右扶风,Single,[{'county': 610324}],County,[],['陕西'],['宝鸡'],['扶风'],,POINT (107.92946773857292 34.41613835037061),107.92946773857292,34.41613835037061
231.0,大荔,今陕西省大荔县东,今陕西省大荔县东,Single,[{'county': 610523}],County,[],['陕西'],['渭南'],['大荔'],东,POINT (110.13884238537564 34.83026529278585),110.13884238537564,34.83026529278585
231.0,临晋,今之临晋也,今之临晋也,Single,[],0,['No Match'],[],[],[],,,,
233.0,频阳,今陕西省富平县东北,今陕西省富平县东北,Single,[{'county': 610528}],County,[],['陕西'],['渭南'],['富平'],东北,POINT (109.33362183005308 35.001187061835715),109.33362183005308,35.001187061835715
234.0,雍,陕西省凤翔县西南,陕西省凤翔县西南,Single,[{'county': 610322}],County,[],['陕西'],['宝鸡'],['凤翔'],西南,POINT (107.31421156873867 34.526892798507525),107.31421156873867,34.526892798507525
234.0,泾阳,陕西省泾阳县,陕西省泾阳县,Single,[{'county': 610423}],County,[],['陕西'],['咸阳'],['泾阳'],,POINT (108.76335585020625 34.597947808560306),108.76335585020625,34.597947808560306
235.0,籍姑,今陕西省韩城市北,今陕西省韩城市北,Single,[{'county': 610581}],County,[],['陕西'],['渭南'],['韩城'],北,POINT (110.37029859809458 35.706433256174634),110.37029859809458,35.706433256174634
235.0,庞,今陕西省韩城市东南,今陕西省韩城市东南,Single,[{'county': 610581}],County,[],['陕西'],['渭南'],['韩城'],东南,POINT (110.44977609083392 35.4264434144028),110.44977609083392,35.4264434144028
236.0,重泉,今陕西省蒲城县南,今陕西省蒲城县南,Single,[{'county': 610526}],County,[],['陕西'],['渭南'],['蒲城'],南,POINT (109.55047879209465 34.86543826101987),109.55047879209465,34.86543826101987
237.0,栎阳,今陕西省临潼县东北,今陕西省临潼县东北,Single,[{'county': 610115}],County,[],['陕西'],['西安'],['临潼'],东北,POINT (109.34807441839158 34.553441245326276),109.34807441839158,34.553441245326276
237.0,栎邑,栎阳,栎阳,Single,[],0,['No Match'],[],[],[],,,,
238.0,蒲县,今无考,今无考,Single,[],0,['No Match'],[],[],[],,,,
238.0,蓝田县,今陕西省蓝田县西,今陕西省蓝田县西,Single,[{'county': 610122}],County,[],['陕西'],['西安'],['蓝田'],西,POINT (109.27905766749033 34.08458191777829),109.27905766749033,34.08458191777829
238.0,善明氏,今无考,今无考,Single,[],0,['No Match'],[],[],[],,,,
242.0,高陵,陕西省高陵县,陕西省高陵县,Single,[{'county': 610117}],County,[],['陕西'],['西安'],['高陵'],,POINT (109.06900809427152 34.51031442957573),109.06900809427152,34.51031442957573
243.0,斄,陕西省武功县西南,陕西省武功县西南,Single,[{'county': 610431}],County,[],['陕西'],['咸阳'],['武功'],西南,POINT (108.14926621457418 34.27133001798339),108.14926621457418,34.27133001798339
243.0,美阳,陕西省武功县西北,陕西省武功县西北,Single,[{'county': 610431}],County,[],['陕西'],['咸阳'],['武功'],西北,POINT (108.1012651312322 34.370570060965576),108.1012651312322,34.370570060965576
243.0,武功,陕西省眉县东,陕西省眉县东,Single,[{'province': 61}],Province,[],['陕西'],['NA'],['NA'],东,POINT (109.7058630784871 35.59243020252936),109.7058630784871,35.59243020252936
244.0,咸阳,今陕西省咸阳市东,今陕西省咸阳市东,Single,[{'city': 6104}],City,[],['陕西'],['咸阳'],['NA'],东,POINT (108.53722495405201 34.893104619272556),108.53722495405201,34.893104619272556
244.0,冀阙,今陕西省咸阳市,今陕西省咸阳市,Single,[{'city': 6104}],City,[],['陕西'],['咸阳'],['NA'],,POINT (108.48748337739916 34.89208606201328),108.48748337739916,34.89208606201328
244.0,栎阳,今陕西省临潼区,今陕西省临潼区,Single,[{'county': 610115}],County,[],['陕西'],['西安'],['临潼'],,POINT (109.28713537883127 34.48648523799832),109.28713537883127,34.48648523799832
244.0,渭城,今陕西省咸阳市,今陕西省咸阳市,Single,[{'city': 6104}],City,[],['陕西'],['咸阳'],['NA'],,POINT (108.48748337739916 34.89208606201328),108.48748337739916,34.89208606201328
245.0,武城,陕西华县东北,陕西华县东北,Single,"[{'county': 411622}, {'province': 61}]",Province,['Multiple Matches'],"['陕西', '河南']","['NA', '周口']","['西华', 'NA']",东北,,,
246.0,於商,陕西省丹凤县西北,陕西省丹凤县西北,Single,[{'county': 611022}],County,[],['陕西'],['商洛'],['丹凤'],西北,POINT (110.31863846028146 33.820052539082454),110.31863846028146,33.820052539082454
249.0,陕县,今河南省陕县西南,今河南省陕县西南,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],西南,POINT (112.38335199586187 33.07547364435473),112.38335199586187,33.07547364435473
255.0,义渠,甘肃省庆阳市西南,甘肃省庆阳市西南,Single,[{'city': 6210}],City,[],['甘肃'],['庆阳'],['NA'],西南,POINT (107.25944568091825 35.81841849070851),107.25944568091825,35.81841849070851
256.0,南郑,今陕西省汉中市,今陕西省汉中市,Single,[{'city': 6107}],City,[],['陕西'],['汉中'],['NA'],,POINT (106.99336722480402 33.00353756143329),106.99336722480402,33.00353756143329
258.0,朐衍,宁夏回族自治区盐池县,宁夏回族自治区盐池县,Single,[{'county': 640323}],County,[],['宁夏'],['吴忠'],['盐池'],,POINT (107.00028007135559 37.646445581799604),107.00028007135559,37.646445581799604
259.0,江州,今重庆市嘉陵江北岸,今重庆市嘉陵江北岸,Single,[{'county': 500105}],County,[],['重庆'],['重庆'],['江北'],,POINT (106.73761629807574 29.60981185077392),106.73761629807574,29.60981185077392
260.0,鱼复县,重庆市奉节县东白帝城,重庆市奉节县东白帝城,Single,[{'county': 500236}],County,[],['重庆'],['重庆辖'],['奉节'],,POINT (109.38437996965476 30.95340856243562),109.38437996965476,30.95340856243562
261.0,阆中县,今四川省阆中市,今四川省阆中市,Single,[{'county': 511381}],County,[],['四川'],['南充'],['阆中'],,POINT (105.98282278979889 31.60634436152663),105.98282278979889,31.60634436152663
261.0,张仪城,阆中县府东二十里,阆中县府东二十里,Single,[{'county': 511381}],County,[],['四川'],['南充'],['阆中'],,POINT (105.98282278979889 31.60634436152663),105.98282278979889,31.60634436152663
262.0,天彭门,汶山,汶山,Single,[],0,['No Match'],[],[],[],,,,
262.0,湔氏县,今四川省松潘县西北,今四川省松潘县西北,Single,[{'county': 513224}],County,[],['四川'],['阿坝'],['松潘'],西北,POINT (103.38554921646667 32.86571262950649),103.38554921646667,32.86571262950649
264.0,乌氏,宁夏回族自治区固原市东南,宁夏回族自治区固原市东南,Single,[{'city': 6404}],City,[],['宁夏'],['固原'],['NA'],东南,POINT (106.34381974568689 35.62414200158884),106.34381974568689,35.62414200158884
265.0,成都,四川省成都市,四川省成都市,Single,[{'city': 5101}],City,[],['四川'],['成都'],['NA'],,POINT (103.90054001372168 30.770664201933663),103.90054001372168,30.770664201933663
265.0,赤里街,成都市,成都市,Single,[{'city': 5101}],City,[],['四川'],['成都'],['NA'],,POINT (103.90054001372168 30.770664201933663),103.90054001372168,30.770664201933663
265.0,华阳,四川省成都市华阳区,四川省成都市华阳区,Single,[{'city': 5101}],City,[],['四川'],['成都'],['NA'],,POINT (103.90054001372168 30.770664201933663),103.90054001372168,30.770664201933663
266.0,成都,今四川省成都市,今四川省成都市,Single,[{'city': 5101}],City,[],['四川'],['成都'],['NA'],,POINT (103.90054001372168 30.770664201933663),103.90054001372168,30.770664201933663
266.0,郫城,今四川省郫县,今四川省郫县,Single,[{'province': 51}],Province,[],['四川'],['NA'],['NA'],,POINT (102.74432614934533 30.401220388905287),102.74432614934533,30.401220388905287
267.0,成都,今四川省成都市,今四川省成都市,Single,[{'city': 5101}],City,[],['四川'],['成都'],['NA'],,POINT (103.90054001372168 30.770664201933663),103.90054001372168,30.770664201933663
267.0,郫城,今四川省郫县,今四川省郫县,Single,[{'province': 51}],Province,[],['四川'],['NA'],['NA'],,POINT (102.74432614934533 30.401220388905287),102.74432614934533,30.401220388905287
267.0,临邛城,今四川省邛崃市,今四川省邛崃市,Single,[{'county': 510183}],County,[],['四川'],['成都'],['邛崃'],,POINT (103.42297607906394 30.384929557001175),103.42297607906394,30.384929557001175
268.0,郿邑,陕西省眉县东北,陕西省眉县东北,Single,[{'province': 61}],Province,[],['陕西'],['NA'],['NA'],东北,POINT (109.7110638812143 37.38898234941382),109.7110638812143,37.38898234941382
268.0,郿县,陕西省眉县东北,陕西省眉县东北,Single,[{'province': 61}],Province,[],['陕西'],['NA'],['NA'],东北,POINT (109.7110638812143 37.38898234941382),109.7110638812143,37.38898234941382
270.0,宜阳,今河南省洛阳市宜阳县,今河南省洛阳市宜阳县,Single,[{'county': 410327}],County,[],['河南'],['洛阳'],['宜阳'],,POINT (112.0279657031556 34.49144442432864),112.0279657031556,34.49144442432864
270.0,武遂,今山西省垣曲县东南,今山西省垣曲县东南,Single,[{'county': 140827}],County,[],['山西'],['运城'],['垣曲'],东南,POINT (111.95521302567842 35.17184774783355),111.95521302567842,35.17184774783355
275.0,榆中,今陕西榆林以北、黄河以南的地区,今陕西榆林以北、黄河以南的地区,Single,[{'city': 6108}],City,[],['陕西'],['榆林'],['NA'],,POINT (109.73349050898946 38.23876335825713),109.73349050898946,38.23876335825713
275.0,广衍县,勿尔图沟秦汉古城,勿尔图沟秦汉古城,Single,[{'county': 530702}],County,[],['云南'],['丽江'],['古城'],,POINT (100.3232999089138 26.877416954869908),100.3232999089138,26.877416954869908
277.0,邯郸,河北省邯郸市,河北省邯郸市,Single,[{'city': 1304}],City,[],['河北'],['邯郸'],['NA'],,POINT (114.4378076382752 36.52042550360742),114.4378076382752,36.52042550360742
277.0,定阳,陕西省延安市东南,陕西省延安市东南,Single,[{'city': 6106}],City,[],['陕西'],['延安'],['NA'],东南,POINT (109.91103400766251 36.02608090567445),109.91103400766251,36.02608090567445
290.0,狄道,今甘肃省临洮县,今甘肃省临洮县,Single,[{'county': 621124}],County,[],['甘肃'],['定西'],['临洮'],,POINT (104.03302043215487 35.532663239594505),104.03302043215487,35.532663239594505
293.0,穰,河南省邓州市,河南省邓州市,Single,[{'county': 411381}],County,[],['河南'],['南阳'],['邓州'],,POINT (112.09151462879211 32.70042143298328),112.09151462879211,32.70042143298328
294.0,筑阳,湖北省谷城县东,湖北省谷城县东,Single,[{'county': 420625}],County,[],['湖北'],['襄阳'],['谷城'],东,POINT (111.60554158401811 32.22755041063276),111.60554158401811,32.22755041063276
295.0,枳,今重庆市涪陵区东北,今重庆市涪陵区东北,Single,[{'county': 500102}],County,[],['重庆'],['重庆'],['涪陵'],东北,POINT (107.46900370628697 29.79949117096009),107.46900370628697,29.79949117096009
296.0,郢,湖北省江陵县西北纪南城,湖北省江陵县西北纪南城,Single,[{'county': 421024}],County,[],['湖北'],['荆州'],['江陵'],,POINT (112.43704294607367 30.108421195998343),112.43704294607367,30.108421195998343
299.0,巫县,今重庆市巫山县北,今重庆市巫山县北,Single,[{'county': 500237}],County,[],['重庆'],['重庆辖'],['巫山'],北,POINT (109.93173389243509 31.336877143690153),109.93173389243509,31.336877143690153
303.0,华阳,今河南省新郑市北,今河南省新郑市北,Single,[{'county': 410184}],County,[],['河南'],['郑州'],['新郑'],北,POINT (113.75451498761709 34.56564885863883),113.75451498761709,34.56564885863883
304.0,卷地,河南省原阳县西南原武西北,河南省原阳县西南原武西北,Single,[{'county': 410725}],County,[],['河南'],['新乡'],['原阳'],西北,POINT (113.87321513981338 35.114713072158274),113.87321513981338,35.114713072158274
304.0,卷县,河南郡,河南郡,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],,POINT (113.12381458489415 33.90583689978037),113.12381458489415,33.90583689978037
307.0,陶,山东省定陶县,山东省定陶县,Single,[{'county': 371703}],County,[],['山东'],['菏泽'],['定陶'],,POINT (115.62884620444433 35.12575404167119),115.62884620444433,35.12575404167119
307.0,定陶县,济阴郡,济阴郡,Single,[],0,['No Match'],[],[],[],,,,
308.0,王城,今河南省洛阳市西,今河南省洛阳市西,Single,[{'city': 4103}],City,[],['河南'],['洛阳'],['NA'],西,POINT (111.59492412237095 34.339309953133416),111.59492412237095,34.339309953133416
308.0,阳城,位置不详,位置不详,Single,[],0,['No Match'],[],[],[],,,,
309.0,梁县,今河南省汝州市西南,今河南省汝州市西南,Single,[{'county': 410482}],County,[],['河南'],['平顶山'],['汝州'],西南,POINT (112.6881268599757 34.03812972867452),112.6881268599757,34.03812972867452
311.0,缑氏,河南偃师市东南,河南偃师市东南,Single,[{'county': 410381}],County,[],['河南'],['洛阳'],['偃师'],东南,POINT (112.816604062791 34.55616479836102),112.816604062791,34.55616479836102
314.0,宁新中,河南省安阳市南,河南省安阳市南,Single,[{'city': 4105}],City,[],['河南'],['安阳'],['NA'],南,POINT (114.70546713566738 35.54121062932875),114.70546713566738,35.54121062932875
314.0,安阳,河南省安阳市,河南省安阳市,Single,[{'city': 4105}],City,[],['河南'],['安阳'],['NA'],,POINT (113.91732584485518 35.79206679246907),113.91732584485518,35.79206679246907
315.0,郑县,今河南新郑,今河南新郑,Single,[{'county': 410184}],County,[],['河南'],['郑州'],['新郑'],,POINT (113.78184439228139 34.47739020330439),113.78184439228139,34.47739020330439
316.0,曲阳,今安徽省淮南市东南,今安徽省淮南市东南,Single,[{'city': 3404}],City,[],['安徽'],['淮南'],['NA'],东南,POINT (116.88814752722476 32.203208728675165),116.88814752722476,32.203208728675165
318.0,穀城,河南省洛阳市西北,河南省洛阳市西北,Single,[{'city': 4103}],City,[],['河南'],['洛阳'],['NA'],西北,POINT (112.00753559378374 34.6730284237625),112.00753559378374,34.6730284237625
318.0,平阴,河南省孟津县东北,河南省孟津县东北,Single,[{'county': 410322}],County,[],['河南'],['洛阳'],['孟津'],东北,POINT (112.5020198002255 34.89202816356838),112.5020198002255,34.89202816356838
318.0,偃师,河南省偃师市东,河南省偃师市东,Single,[{'county': 410381}],County,[],['河南'],['洛阳'],['偃师'],东,POINT (112.77579040696143 34.63562527932887),112.77579040696143,34.63562527932887
318.0,巩,河南省巩义西南,河南省巩义西南,Single,[{'county': 410181}],County,[],['河南'],['郑州'],['巩义'],西南,POINT (112.92704651590208 34.63332847737355),112.92704651590208,34.63332847737355
324.0,尉氏县,河南省尉氏县,河南省尉氏县,Single,[{'county': 410223}],County,[],['河南'],['开封'],['尉氏'],,POINT (114.1174381575811 34.406584617105636),114.1174381575811,34.406584617105636
325.0,邘国,河南省沁阳市西北,河南省沁阳市西北,Single,[{'county': 410882}],County,[],['河南'],['焦作'],['沁阳'],西北,POINT (112.82207243327667 35.1899388821775),112.82207243327667,35.1899388821775
325.0,邘县,今野王西北三十里有故邘城,今野王西北三十里有故邘城,Single,[],0,['No Match'],[],[],[],,,,
326.0,安陆,今湖北省云梦县,今湖北省云梦县,Single,[{'county': 420923}],County,[],['湖北'],['孝感'],['云梦'],,POINT (113.76869021327994 30.989611582042215),113.76869021327994,30.989611582042215
328.0,濮阳,今河南省濮阳市西南,今河南省濮阳市西南,Single,[{'city': 4109}],City,[],['河南'],['濮阳'],['NA'],西南,POINT (115.09439032281703 35.571330064471425),115.09439032281703,35.571330064471425
328.0,野王,未明确,未明确,Single,[],0,['No Match'],[],[],[],,,,
332.0,云阳,今陕西省淳化县西北,今陕西省淳化县西北,Single,[{'county': 610430}],County,[],['陕西'],['咸阳'],['淳化'],西北,POINT (108.44699408731087 34.92222745188126),108.44699408731087,34.92222745188126
334.0,丽邑,今陕西省临潼县东北,今陕西省临潼县东北,Single,[{'county': 610115}],County,[],['陕西'],['西安'],['临潼'],东北,POINT (109.34807441839158 34.553441245326276),109.34807441839158,34.553441245326276
335.0,颍川郡,河南省许昌市,河南省许昌市,Single,[{'city': 4110}],City,[],['河南'],['许昌'],['NA'],,POINT (113.79765786159828 34.05495544900557),113.79765786159828,34.05495544900557
335.0,阳翟,河南省禹州市,河南省禹州市,Single,[{'county': 411081}],County,[],['河南'],['许昌'],['禹州'],,POINT (113.35347176959424 34.20811326763051),113.35347176959424,34.20811326763051
342.0,蓟,今北京城西南隅,今北京城西南隅,Single,"[{'province': 11}, {'county': 630104}]",County,['Multiple Matches'],"['北京', '青海']","['西宁', 'NA']","['城西', 'NA']",西南,,,
342.0,广阳郡,蓟县,蓟县,Single,[],0,['No Match'],[],[],[],,,,
345.0,承匡,河南省睢县西三十里,河南省睢县西三十里,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],,POINT (113.12381458489415 33.90583689978037),113.12381458489415,33.90583689978037
345.0,襄邑县,今河南省睢县,今河南省睢县,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],,POINT (113.12381458489415 33.90583689978037),113.12381458489415,33.90583689978037
347.0,砀,安徽省砀山县南,安徽省砀山县南,Single,[{'county': 341321}],County,[],['安徽'],['宿州'],['砀山'],南,POINT (116.42571307192041 34.371440427111274),116.42571307192041,34.371440427111274
347.0,砀郡,安徽省砀山县,安徽省砀山县,Single,[{'county': 341321}],County,[],['安徽'],['宿州'],['砀山'],,POINT (116.39484781184449 34.45959627360875),116.39484781184449,34.45959627360875
348.0,睢阳,河南省商丘市南,河南省商丘市南,Single,[{'city': 4114}],City,[],['河南'],['商丘'],['NA'],南,POINT (116.3184767708963 33.99810767389116),116.3184767708963,33.99810767389116
350.0,新都,安徽省太和县北,安徽省太和县北,Single,[{'county': 341222}],County,[],['安徽'],['阜阳'],['太和'],北,POINT (115.61875685195962 33.471821857026576),115.61875685195962,33.471821857026576
351.0,鲁县,山东省曲阜市,山东省曲阜市,Single,[{'county': 370881}],County,[],['山东'],['济宁'],['曲阜'],,POINT (116.99474316451168 35.64159953406138),116.99474316451168,35.64159953406138
356.0,沛邑,江苏省沛县,江苏省沛县,Single,[{'province': 32}],Province,[],['江苏'],['NA'],['NA'],,POINT (119.57166752700992 32.97528466676129),119.57166752700992,32.97528466676129
356.0,泗水郡治,江苏省沛县,江苏省沛县,Single,[{'province': 32}],Province,[],['江苏'],['NA'],['NA'],,POINT (119.57166752700992 32.97528466676129),119.57166752700992,32.97528466676129
357.0,相邑,安徽省濉溪县西北,安徽省濉溪县西北,Single,[{'county': 340621}],County,[],['安徽'],['淮北'],['濉溪'],西北,POINT (116.57588881152267 33.823552352605766),116.57588881152267,33.823552352605766
357.0,相县,秦泗水郡属县,秦泗水郡属县,Single,[{'county': 370831}],County,[],['山东'],['济宁'],['泗水'],,POINT (117.36001798344226 35.635737134069494),117.36001798344226,35.635737134069494
363.0,临湘,湖南省长沙市,湖南省长沙市,Single,[{'city': 4301}],City,[],['湖南'],['长沙'],['NA'],,POINT (113.23717406485466 28.25916147386988),113.23717406485466,28.25916147386988
363.0,苍梧郡,长沙郡,长沙郡,Single,[{'city': 4301}],City,[],['湖南'],['长沙'],['NA'],,POINT (113.23717406485466 28.25916147386988),113.23717406485466,28.25916147386988
364.0,罗国,湖北省宜城市西,湖北省宜城市西,Single,[{'county': 420684}],County,[],['湖北'],['襄阳'],['宜城'],西,POINT (112.23467620020536 31.697724096105492),112.23467620020536,31.697724096105492
364.0,罗县,湖南省汨罗市西北,湖南省汨罗市西北,Single,[{'county': 430681}],County,[],['湖南'],['岳阳'],['汨罗'],西北,POINT (112.99792683337265 28.909809071726052),112.99792683337265,28.909809071726052
366.0,吴,江苏省苏州市,江苏省苏州市,Single,[{'city': 3205}],City,[],['江苏'],['苏州'],['NA'],,POINT (120.7126511410452 31.39026754301627),120.7126511410452,31.39026754301627
366.0,会稽郡,浙江省绍兴市,浙江省绍兴市,Single,[{'city': 3306}],City,[],['浙江'],['绍兴'],['NA'],,POINT (120.53966984379011 29.738463118044447),120.53966984379011,29.738463118044447
370.0,迁陵,湖南龙山里耶城址,湖南龙山里耶城址,Single,[{'county': 433130}],County,[],['湖南'],['湘西'],['龙山'],,POINT (109.46449966749641 29.205797833243768),109.46449966749641,29.205797833243768
371.0,酉阳,湖南省永顺县南,湖南省永顺县南,Single,[{'county': 433127}],County,[],['湖南'],['湘西'],['永顺'],南,POINT (110.02954507953939 28.843204184669364),110.02954507953939,28.843204184669364
372.0,益阳,今湖南益阳东,今湖南益阳东,Single,[{'city': 4309}],City,[],['湖南'],['益阳'],['NA'],东,POINT (112.46844864770361 28.862263231360426),112.46844864770361,28.862263231360426
372.0,临沅,秦苍梧郡属县,秦苍梧郡属县,Single,[{'county': 450421}],County,[],['广西'],['梧州'],['苍梧'],,POINT (111.33281386417924 23.788818351915634),111.33281386417924,23.788818351915634
373.0,零阳,湖南省慈利县东,湖南省慈利县东,Single,[{'county': 430821}],County,[],['湖南'],['张家界'],['慈利'],东,POINT (111.10625040588607 29.480847605955194),111.10625040588607,29.480847605955194
374.0,孱陵,湖南安乡县,湖南安乡县,Single,[{'county': 430721}],County,[],['湖南'],['常德'],['安乡'],,POINT (112.1451633107634 29.417596111825205),112.1451633107634,29.417596111825205
374.0,索,湖南汉寿县,湖南汉寿县,Single,[{'county': 430722}],County,[],['湖南'],['常德'],['汉寿'],,POINT (112.02766862049589 28.899715462747814),112.02766862049589,28.899715462747814
