,index_x,id,toponym,location,index_y,Address,closeness,target_toponym,Match Type,Match Result,Match Level,Match Error,Province,City,County,Direction,geometry,X,Y
370,370,205,随国,湖北省随州市,370,湖北省随州市,1,﻿随,Single,[{'city': 4213}],City,[],['湖北'],['随州'],['NA'],,POINT (113.40979291666414 31.8933664335604),113.4097929,31.89336643
371,371,205,随县,湖北省随州市,371,湖北省随州市,1,﻿随,Single,[{'city': 4213}],City,[],['湖北'],['随州'],['NA'],,POINT (113.40979291666414 31.8933664335604),113.4097929,31.89336643
372,372,206,鄢,湖北省宜城县东南楚王城,372,湖北省宜城县东南楚王城,1,鄢,Single,[{'county': 420684}],County,[],['湖北'],['襄阳'],['宜城'],,POINT (112.40898398232466 31.67594119377808),112.408984,31.67594119
373,373,207,陈县,今河南省淮阳县,373,今河南省淮阳县,1,﻿陈,Single,[{'county': 411603}],County,[],['河南'],['周口'],['淮阳'],,POINT (114.83427319314949 33.6808532217299),114.8342732,33.68085322
374,374,207,郢陈,楚国都城，位于陈县,374,楚国都城，位于陈县,0,郢陈,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
375,375,208,平舆,今河南省平舆县北,375,今河南省平舆县北,1,﻿平舆,Single,[{'county': 411723}],County,[],['河南'],['驻马店'],['平舆'],北,POINT (114.6180716763989 33.08854590983806),114.6180717,33.08854591
376,376,209,计斤,今山东省胶州市西南,376,今山东省胶州市西南,0,,Single,[{'county': 370281}],County,[],['山东'],['青岛'],['胶州'],西南,POINT (119.82076768589332 36.116714832892335),119.8207677,36.11671483
377,377,209,莒,今山东省莒县,377,今山东省莒县,1,莒,Single,[{'province': 37}],Province,[],['山东'],['NA'],['NA'],,POINT (117.69952645156845 36.329248582554094),117.6995265,36.32924858
378,378,210,鲁阳公,今河南省鲁山县,378,今河南省鲁山县,0,,Single,[{'county': 410423}],County,[],['河南'],['平顶山'],['鲁山'],,POINT (112.67259130809528 33.77571317765083),112.6725913,33.77571318
379,379,211,临沅,湖南省常德市西,379,湖南省常德市西,1,﻿临沅,Single,[{'city': 4307}],City,[],['湖南'],['常德'],['NA'],西,POINT (111.38015803947606 29.2663662910528),111.380158,29.26636629
380,380,212,广陵,江苏省扬州市西北,380,江苏省扬州市西北,1,﻿广陵,Single,[{'city': 3210}],City,[],['江苏'],['扬州'],['NA'],西北,POINT (119.42764714822708 33.08565479742995),119.4276471,33.0856548
381,381,213,居巢,安徽省六安县东北,381,安徽省六安县东北,1,﻿居巢,Single,[{'city': 3415}],City,[],['安徽'],['六安'],['NA'],东北,POINT (116.39834601932588 32.121570977949645),116.398346,32.12157098
382,382,214,吴,江苏省苏州市,382,江苏省苏州市,1,﻿吴,Single,[{'city': 3205}],City,[],['江苏'],['苏州'],['NA'],,POINT (120.7126511410452 31.39026754301627),120.7126511,31.39026754
383,383,215,蔡,今河南省上蔡县城关一带,383,今河南省上蔡县城关一带,1,﻿上蔡,Single,[{'county': 411722}],County,[],['河南'],['驻马店'],['上蔡'],,POINT (114.4356788927954 33.303063368792536),114.4356789,33.30306337
384,384,215,新蔡,今河南省新蔡县,384,今河南省新蔡县,0,,Single,[{'county': 411729}],County,[],['河南'],['驻马店'],['新蔡'],,POINT (114.93042439650982 32.79284167208256),114.9304244,32.79284167
385,385,215,州来,今安徽省凤台县,385,今安徽省凤台县,0,,Single,[{'county': 340421}],County,[],['安徽'],['淮南'],['凤台'],,POINT (116.58366822479394 32.778453487255135),116.5836682,32.77845349
386,386,217,钟离,安徽省凤阳县东北临淮关,386,安徽省凤阳县东北临淮关,1,﻿钟离,Single,[{'county': 341126}],County,[],['安徽'],['滁州'],['凤阳'],,POINT (117.6495453769205 32.83467915504201),117.6495454,32.83467916
387,387,218,朱方,江苏省镇江市东丹徒镇,387,江苏省镇江市东丹徒镇,1,﻿朱方,Single,[{'county': 321112}],County,[],['江苏'],['镇江'],['丹徒'],,POINT (119.41218290566924 32.043072090000535),119.4121829,32.04307209
388,388,220,汝水,河南省襄城县南,388,河南省襄城县南,0,,Single,[{'county': 411025}],County,[],['河南'],['许昌'],['襄城'],南,POINT (113.59354650214388 33.77590930275432),113.5935465,33.7759093
389,389,220,襄城县,今河南省襄城县,389,今河南省襄城县,1,﻿襄城,Single,[{'county': 411025}],County,[],['河南'],['许昌'],['襄城'],,POINT (113.56219221195806 33.860050741376114),113.5621922,33.86005074
390,390,223,兰陵,山东省苍山县西南,390,山东省苍山县西南,1,﻿兰陵,Single,[{'province': 37}],Province,[],['山东'],['NA'],['NA'],西南,POINT (116.6835509973008 35.443140825344365),116.683551,35.44314083
391,391,224,寿春,今安徽省寿县,391,今安徽省寿县,1,寿春,Single,[{'province': 34}],Province,[],['安徽'],['NA'],['NA'],,POINT (117.1480979077452 32.07365199116148),117.1480979,32.07365199
409,409,225,上邽,今甘肃省天水市,409,今甘肃省天水市,1,﻿上邽,Single,[{'city': 6205}],City,[],['甘肃'],['天水'],['NA'],,POINT (105.56274238051871 34.60741068424415),105.5627424,34.60741068
410,410,225.5,秦县,今甘肃省甘谷县东,410,今甘肃省甘谷县东,0,,Single,[{'county': 620523}],County,[],['甘肃'],['天水'],['甘谷'],东,POINT (105.38439828275855 34.84159355453501),105.3843983,34.84159355
411,411,225.5,冀县,属天水郡,411,属天水郡,0.499335746,冀,Single,[{'city': 6205}],City,[],['甘肃'],['天水'],['NA'],,POINT (105.56274238051871 34.60741068424415),105.5627424,34.60741068
412,412,226,下邽县,今陕西省渭南市北,412,今陕西省渭南市北,1,下邽,Single,[{'city': 6105}],City,[],['陕西'],['渭南'],['NA'],北,POINT (110.00285855788006 35.40464219324823),110.0028586,35.40464219
413,413,227,秦县,今陕西省西安市南,413,今陕西省西安市南,0,,Single,[{'city': 6101}],City,[],['陕西'],['西安'],['NA'],南,POINT (108.65098194791896 33.91365067571057),108.6509819,33.91365068
414,414,227,杜县,京兆尹,414,京兆尹,0,杜,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
415,415,228,秦县,今陕西省华县,415,今陕西省华县,0,,Single,[{'province': 61}],Province,[],['陕西'],['NA'],['NA'],,POINT (109.56737398447608 35.637090531250415),109.567374,35.63709053
416,416,228,郑县,属京兆尹,416,属京兆尹,0,郑,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
417,417,229,小虢,今陕西省宝鸡县西,417,今陕西省宝鸡县西,0,,Single,[{'city': 6103}],City,[],['陕西'],['宝鸡'],['NA'],西,POINT (106.94687429694063 34.34824100419983),106.9468743,34.348241
418,418,229,虢县,属右扶风,418,属右扶风,0.54556632,﻿虢,Single,[{'county': 610324}],County,[],['陕西'],['宝鸡'],['扶风'],,POINT (107.92946773857292 34.41613835037061),107.9294677,34.41613835
419,419,231,大荔,今陕西省大荔县,419,今陕西省大荔县,0,,Single,[{'county': 610523}],County,[],['陕西'],['渭南'],['大荔'],,POINT (110.00883632977764 34.77924932705405),110.0088363,34.77924933
420,420,231,临晋,今陕西省大荔县东,420,今陕西省大荔县东,1,﻿临晋,Single,[{'county': 610523}],County,[],['陕西'],['渭南'],['大荔'],东,POINT (110.13884238537564 34.83026529278585),110.1388424,34.83026529
421,421,233,频阳,陕西省富平县东北,421,陕西省富平县东北,1,﻿频阳,Single,[{'county': 610528}],County,[],['陕西'],['渭南'],['富平'],东北,POINT (109.33362183005308 35.001187061835715),109.3336218,35.00118706
422,422,234,雍,陕西省凤翔县西南,422,陕西省凤翔县西南,1,﻿雍,Single,[{'county': 610322}],County,[],['陕西'],['宝鸡'],['凤翔'],西南,POINT (107.31421156873868 34.526892798507525),107.3142116,34.5268928
423,423,234,泾阳,陕西省泾阳县,423,陕西省泾阳县,0,,Single,[{'county': 610423}],County,[],['陕西'],['咸阳'],['泾阳'],,POINT (108.76335585020624 34.597947808560306),108.7633559,34.59794781
424,424,235,籍姑,今陕西省韩城市北,424,今陕西省韩城市北,1,﻿籍姑,Single,[{'county': 610581}],County,[],['陕西'],['渭南'],['韩城'],北,POINT (110.37029859809458 35.706433256174634),110.3702986,35.70643326
425,425,235,庞,今陕西省韩城市东南,425,今陕西省韩城市东南,1,庞,Single,[{'county': 610581}],County,[],['陕西'],['渭南'],['韩城'],东南,POINT (110.44977609083392 35.4264434144028),110.4497761,35.42644341
426,426,236,重泉,今陕西省蒲城县南,426,今陕西省蒲城县南,1,﻿重泉,Single,[{'county': 610526}],County,[],['陕西'],['渭南'],['蒲城'],南,POINT (109.55047879209464 34.86543826101987),109.5504788,34.86543826
427,427,237,栎阳,今陕西省临潼县东北,427,今陕西省临潼县东北,1,﻿栎阳,Single,[{'county': 610115}],County,[],['陕西'],['西安'],['临潼'],东北,POINT (109.34807441839158 34.55344124532628),109.3480744,34.55344125
428,428,237,栎邑,栎阳,428,栎阳,0,,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
429,429,238,蒲县,今无考,429,今无考,0,,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
430,430,238,蓝田县,今陕西省蓝田县西,430,今陕西省蓝田县西,1,蓝田,Single,[{'county': 610122}],County,[],['陕西'],['西安'],['蓝田'],西,POINT (109.27905766749032 34.08458191777829),109.2790577,34.08458192
431,431,238,善明氏,今无考,431,今无考,0,,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
432,432,242,高陵,陕西省高陵县,432,陕西省高陵县,1,﻿高陵,Single,[{'county': 610117}],County,[],['陕西'],['西安'],['高陵'],,POINT (109.06900809427152 34.51031442957573),109.0690081,34.51031443
433,433,243,斄,今陕西省武功县西南,433,今陕西省武功县西南,1,﻿斄,Single,[{'county': 610431}],County,[],['陕西'],['咸阳'],['武功'],西南,POINT (108.14926621457418 34.27133001798339),108.1492662,34.27133002
434,434,243,美阳,今陕西省武功县西北,434,今陕西省武功县西北,1,美阳,Single,[{'county': 610431}],County,[],['陕西'],['咸阳'],['武功'],西北,POINT (108.1012651312322 34.370570060965576),108.1012651,34.37057006
435,435,243,武功,今陕西省眉县东,435,今陕西省眉县东,1,武功,Single,[{'province': 61}],Province,[],['陕西'],['NA'],['NA'],东,POINT (109.7058630784871 35.59243020252936),109.7058631,35.5924302
436,436,244,咸阳,今陕西省咸阳市东,436,今陕西省咸阳市东,1,咸阳,Single,[{'city': 6104}],City,[],['陕西'],['咸阳'],['NA'],东,POINT (108.537224954052 34.89310461927256),108.537225,34.89310462
437,437,244,冀阙,咸阳,437,咸阳,0,,Single,[{'city': 6104}],City,[],['陕西'],['咸阳'],['NA'],,POINT (108.48748337739916 34.89208606201328),108.4874834,34.89208606
438,438,244,栎阳,秦都栎阳,438,秦都栎阳,0,,Single,[{'county': 610402}],County,[],['陕西'],['咸阳'],['秦都'],,POINT (108.64444199531684 34.377782641970875),108.644442,34.37778264
439,439,244,渭城,故咸阳,439,故咸阳,0,,Single,[{'city': 6104}],City,[],['陕西'],['咸阳'],['NA'],,POINT (108.48748337739916 34.89208606201328),108.4874834,34.89208606
440,440,245,武城,陕西华县东北,440,陕西华县东北,0,﻿武城,Single,"[{'county': 411622}, {'province': 61}]",Province,['Multiple Matches'],"['陕西', '河南']","['周口', 'NA']","['西华', 'NA']",东北,POINT EMPTY,,
441,441,246,於商,陕西省丹凤县西北,441,陕西省丹凤县西北,1,﻿商（於商）,Single,[{'county': 611022}],County,[],['陕西'],['商洛'],['丹凤'],西北,POINT (110.31863846028146 33.820052539082454),110.3186385,33.82005254
442,442,249,陕县,今河南省陕县西南,442,今河南省陕县西南,1,﻿陕,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],西南,POINT (112.38335199586189 33.07547364435473),112.383352,33.07547364
443,443,255,义渠,甘肃省庆阳市西南,443,甘肃省庆阳市西南,1,﻿义渠,Single,[{'city': 6210}],City,[],['甘肃'],['庆阳'],['NA'],西南,POINT (107.25944568091823 35.81841849070851),107.2594457,35.81841849
444,444,256,南郑,今陕西省汉中市,444,今陕西省汉中市,1,﻿南郑,Single,[{'city': 6107}],City,[],['陕西'],['汉中'],['NA'],,POINT (106.99336722480402 33.00353756143329),106.9933672,33.00353756
445,445,258,朐衍,宁夏回族自治区盐池县,445,宁夏回族自治区盐池县,1,﻿朐衍,Single,[{'county': 640323}],County,[],['宁夏'],['吴忠'],['盐池'],,POINT (107.0002800713556 37.6464455817996),107.0002801,37.64644558
446,446,259,江州,今重庆市嘉陵江北岸,446,今重庆市嘉陵江北岸,1,﻿江州,Single,[{'county': 500105}],County,[],['重庆'],['重庆'],['江北'],,POINT (106.73761629807574 29.60981185077392),106.7376163,29.60981185
447,447,260,鱼复县,今重庆市奉节县东白帝城,447,今重庆市奉节县东白帝城,1,﻿鱼复,Single,[{'county': 500236}],County,[],['重庆'],['重庆辖'],['奉节'],,POINT (109.38437996965476 30.95340856243562),109.38438,30.95340856
448,448,261,阆中县,今四川省阆中市,448,今四川省阆中市,1,﻿阆中,Single,[{'county': 511381}],County,[],['四川'],['南充'],['阆中'],,POINT (105.98282278979887 31.60634436152663),105.9828228,31.60634436
449,449,261,张仪城,今四川省阆中市东二十里,449,今四川省阆中市东二十里,0,,Single,[{'county': 511381}],County,[],['四川'],['南充'],['阆中'],,POINT (105.98282278979887 31.60634436152663),105.9828228,31.60634436
450,450,262,天彭门,汶山,450,汶山,0,,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
451,451,262,湔氏县,今四川省松潘县西北,451,今四川省松潘县西北,1,﻿湔氏,Single,[{'county': 513224}],County,[],['四川'],['阿坝'],['松潘'],西北,POINT (103.38554921646669 32.86571262950649),103.3855492,32.86571263
452,452,264,乌氏,宁夏回族自治区固原市东南,452,宁夏回族自治区固原市东南,1,﻿乌氏,Single,[{'city': 6404}],City,[],['宁夏'],['固原'],['NA'],东南,POINT (106.34381974568689 35.62414200158884),106.3438197,35.624142
453,453,265,成都,四川省成都市,453,四川省成都市,1,﻿成都,Single,[{'city': 5101}],City,[],['四川'],['成都'],['NA'],,POINT (103.90054001372168 30.770664201933663),103.90054,30.7706642
454,454,265,蜀郡,四川省,454,四川省,0,,Single,[{'province': 51}],Province,[],['四川'],['NA'],['NA'],,POINT (102.74432614934533 30.401220388905287),102.7443261,30.40122039
455,455,266,成都,今四川省成都市,455,今四川省成都市,0,,Single,[{'city': 5101}],City,[],['四川'],['成都'],['NA'],,POINT (103.90054001372168 30.770664201933663),103.90054,30.7706642
456,456,266,郫城,今四川省郫都区,456,今四川省郫都区,0,,Single,[{'county': 510117}],County,[],['四川'],['成都'],['郫都'],,POINT (103.87723330910906 30.820204307773373),103.8772333,30.82020431
457,457,267,成都,今四川省成都市,457,今四川省成都市,0,,Single,[{'city': 5101}],City,[],['四川'],['成都'],['NA'],,POINT (103.90054001372168 30.770664201933663),103.90054,30.7706642
458,458,267,郫城,今四川省郫县,458,今四川省郫县,0,,Single,[{'province': 51}],Province,[],['四川'],['NA'],['NA'],,POINT (102.74432614934533 30.401220388905287),102.7443261,30.40122039
459,459,267,临邛城,今四川省邛崃市,459,今四川省邛崃市,0,,Single,[{'county': 510183}],County,[],['四川'],['成都'],['邛崃'],,POINT (103.42297607906394 30.384929557001172),103.4229761,30.38492956
460,460,268,郿邑,陕西省眉县东北,460,陕西省眉县东北,0,,Single,[{'province': 61}],Province,[],['陕西'],['NA'],['NA'],东北,POINT (109.7110638812143 37.38898234941382),109.7110639,37.38898235
461,461,270,宜阳,今河南省洛阳市宜阳县,461,今河南省洛阳市宜阳县,0,,Single,[{'county': 410327}],County,[],['河南'],['洛阳'],['宜阳'],,POINT (112.0279657031556 34.49144442432864),112.0279657,34.49144442
462,462,270,武遂,今山西省垣曲县东南,462,今山西省垣曲县东南,1,﻿武遂,Single,[{'county': 140827}],County,[],['山西'],['运城'],['垣曲'],东南,POINT (111.95521302567842 35.17184774783355),111.955213,35.17184775
463,463,275,榆中,今陕西榆林以北、黄河以南的地区,463,今陕西榆林以北、黄河以南的地区,0,,Single,[{'city': 6108}],City,[],['陕西'],['榆林'],['NA'],,POINT (109.73349050898946 38.23876335825713),109.7334905,38.23876336
464,464,275,广衍,勿尔图沟秦汉古城,464,勿尔图沟秦汉古城,0,广衍,Single,[{'county': 530702}],County,[],['云南'],['丽江'],['古城'],,POINT (100.3232999089138 26.877416954869908),100.3232999,26.87741695
465,465,277,邯郸,河北省邯郸市,465,河北省邯郸市,0,,Single,[{'city': 1304}],City,[],['河北'],['邯郸'],['NA'],,POINT (114.4378076382752 36.52042550360742),114.4378076,36.5204255
466,466,277,定阳,陕西省延安市东南,466,陕西省延安市东南,1,﻿定阳,Single,[{'city': 6106}],City,[],['陕西'],['延安'],['NA'],东南,POINT (109.91103400766252 36.02608090567445),109.911034,36.02608091
467,467,290,狄道,今甘肃省临洮县,467,今甘肃省临洮县,1,﻿狄道,Single,[{'county': 621124}],County,[],['甘肃'],['定西'],['临洮'],,POINT (104.03302043215488 35.532663239594505),104.0330204,35.53266324
468,468,293,穰,河南省邓州市,468,河南省邓州市,1,﻿穰,Single,[{'county': 411381}],County,[],['河南'],['南阳'],['邓州'],,POINT (112.09151462879213 32.70042143298328),112.0915146,32.70042143
469,469,294,筑阳,湖北省谷城县东,469,湖北省谷城县东,1,﻿筑阳,Single,[{'county': 420625}],County,[],['湖北'],['襄阳'],['谷城'],东,POINT (111.60554158401813 32.22755041063276),111.6055416,32.22755041
470,470,295,枳,今重庆市涪陵区东北,470,今重庆市涪陵区东北,1,﻿枳,Single,[{'county': 500102}],County,[],['重庆'],['重庆'],['涪陵'],东北,POINT (107.46900370628695 29.79949117096009),107.4690037,29.79949117
471,471,296,郢,湖北省江陵县西北纪南城,471,湖北省江陵县西北纪南城,1,﻿郢,Single,[{'county': 421024}],County,[],['湖北'],['荆州'],['江陵'],,POINT (112.43704294607367 30.108421195998343),112.4370429,30.1084212
472,472,299,巫县,今重庆市巫山县北,472,今重庆市巫山县北,1,﻿巫,Single,[{'county': 500237}],County,[],['重庆'],['重庆辖'],['巫山'],北,POINT (109.93173389243508 31.336877143690156),109.9317339,31.33687714
473,473,303,华阳,今河南省新郑市北,473,今河南省新郑市北,1,﻿华阳,Single,[{'county': 410184}],County,[],['河南'],['郑州'],['新郑'],北,POINT (113.75451498761709 34.56564885863883),113.754515,34.56564886
474,474,304,卷地,河南省原阳县西南原武西北,474,河南省原阳县西南原武西北,0,,Single,[{'county': 410725}],County,[],['河南'],['新乡'],['原阳'],西北,POINT (113.87321513981338 35.114713072158274),113.8732151,35.11471307
475,475,304,卷县,河南郡,475,河南郡,0,﻿卷,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],,POINT (113.12381458489416 33.90583689978037),113.1238146,33.9058369
476,476,307,定陶,山东省定陶县,476,山东省定陶县,0,,Single,[{'county': 371703}],County,[],['山东'],['菏泽'],['定陶'],,POINT (115.62884620444432 35.12575404167119),115.6288462,35.12575404
477,477,308,西周都城,今河南省洛阳市西,477,今河南省洛阳市西,0,,Single,[{'city': 4103}],City,[],['河南'],['洛阳'],['NA'],西,POINT (111.59492412237095 34.339309953133416),111.5949241,34.33930995
478,478,308,河南县,属秦,478,属秦,0,﻿河南,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
479,479,309,梁县,今河南省汝州市西南,479,今河南省汝州市西南,1,﻿梁,Single,[{'county': 410482}],County,[],['河南'],['平顶山'],['汝州'],西南,POINT (112.6881268599757 34.03812972867452),112.6881269,34.03812973
480,480,311,缑氏,河南偃师市东南,480,河南偃师市东南,1,﻿缑氏,Single,[{'county': 410381}],County,[],['河南'],['洛阳'],['偃师'],东南,POINT (112.816604062791 34.55616479836102),112.8166041,34.5561648
481,481,314,宁新中,河南省安阳市南,481,河南省安阳市南,1,﻿宁新中,Single,[{'city': 4105}],City,[],['河南'],['安阳'],['NA'],南,POINT (114.70546713566738 35.54121062932875),114.7054671,35.54121063
482,482,314,安阳,河南省安阳市,482,河南省安阳市,0.489452566,安阳,Single,[{'city': 4105}],City,[],['河南'],['安阳'],['NA'],,POINT (113.91732584485518 35.79206679246907),113.9173258,35.79206679
483,483,315,郑县,今河南新郑,483,今河南新郑,1,﻿郑,Single,[{'county': 410184}],County,[],['河南'],['郑州'],['新郑'],,POINT (113.7818443922814 34.47739020330439),113.7818444,34.4773902
484,484,316,曲阳,今安徽省淮南市东南,484,今安徽省淮南市东南,1,﻿曲阳,Single,[{'city': 3404}],City,[],['安徽'],['淮南'],['NA'],东南,POINT (116.88814752722476 32.203208728675165),116.8881475,32.20320873
485,485,318,穀城,河南省洛阳市西北,485,河南省洛阳市西北,1,﻿穀城,Single,[{'city': 4103}],City,[],['河南'],['洛阳'],['NA'],西北,POINT (112.00753559378374 34.6730284237625),112.0075356,34.67302842
486,486,318,平阴,河南省孟津县东北,486,河南省孟津县东北,1,平阴,Single,[{'county': 410322}],County,[],['河南'],['洛阳'],['孟津'],东北,POINT (112.5020198002255 34.89202816356838),112.5020198,34.89202816
487,487,318,偃师,河南省偃师市东,487,河南省偃师市东,1,偃师,Single,[{'county': 410381}],County,[],['河南'],['洛阳'],['偃师'],东,POINT (112.77579040696143 34.63562527932887),112.7757904,34.63562528
488,488,318,巩,河南省巩义西南,488,河南省巩义西南,1,巩,Single,[{'county': 410181}],County,[],['河南'],['郑州'],['巩义'],西南,POINT (112.92704651590208 34.63332847737355),112.9270465,34.63332848
489,489,324,尉氏县,今河南省尉氏县,489,今河南省尉氏县,1,﻿尉氏,Single,[{'county': 410223}],County,[],['河南'],['开封'],['尉氏'],,POINT (114.1174381575811 34.40658461710564),114.1174382,34.40658462
490,490,325,邘国,河南省沁阳市西北,490,河南省沁阳市西北,1,﻿邘,Single,[{'county': 410882}],County,[],['河南'],['焦作'],['沁阳'],西北,POINT (112.82207243327667 35.1899388821775),112.8220724,35.18993888
491,491,325,邘县,今亭是也,491,今亭是也,0,﻿邘,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
492,492,326,安陆,湖北省云梦县,492,湖北省云梦县,1,﻿安陆,Single,[{'county': 420923}],County,[],['湖北'],['孝感'],['云梦'],,POINT (113.76869021327994 30.989611582042212),113.7686902,30.98961158
493,493,328,濮阳,今河南省濮阳市西南,493,今河南省濮阳市西南,1,﻿濮阳,Single,[{'city': 4109}],City,[],['河南'],['濮阳'],['NA'],西南,POINT (115.09439032281703 35.571330064471425),115.0943903,35.57133006
495,495,332,云阳,今陕西省淳化县西北,495,今陕西省淳化县西北,1,﻿云阳,Single,[{'county': 610430}],County,[],['陕西'],['咸阳'],['淳化'],西北,POINT (108.44699408731088 34.92222745188126),108.4469941,34.92222745
496,496,334,丽邑,今陕西省临潼县东北,496,今陕西省临潼县东北,1,丽邑,Single,[{'county': 610115}],County,[],['陕西'],['西安'],['临潼'],东北,POINT (109.34807441839158 34.55344124532628),109.3480744,34.55344125
497,497,335,颍川郡,河南阳城阳翟,497,河南阳城阳翟,0,,Single,"[{'county': 140522}, {'county': 370214}, {'province': 41}]",Province,['Multiple Matches'],"['河南', '山东', '山西']","['青岛', '晋城', 'NA']","['NA', '城阳', '阳城']",,POINT EMPTY,,
498,498,335,阳翟县,河南阳城阳翟,498,河南阳城阳翟,0,阳翟,Single,"[{'county': 140522}, {'county': 370214}, {'province': 41}]",Province,['Multiple Matches'],"['河南', '山东', '山西']","['青岛', '晋城', 'NA']","['NA', '城阳', '阳城']",,POINT EMPTY,,
499,499,342,蓟,今北京城西南隅,499,今北京城西南隅,0,﻿蓟,Single,"[{'province': 11}, {'county': 630104}]",County,['Multiple Matches'],"['北京', '青海']","['西宁', 'NA']","['城西', 'NA']",西南,POINT EMPTY,,
500,500,342,广阳郡,蓟县,500,蓟县,0,,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
501,501,345,承匡,河南省睢县西三十里,501,河南省睢县西三十里,0,,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],,POINT (113.12381458489416 33.90583689978037),113.1238146,33.9058369
502,502,345,襄邑县,今河南省睢县,502,今河南省睢县,1,襄邑,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],,POINT (113.12381458489416 33.90583689978037),113.1238146,33.9058369
503,503,347,砀本,今安徽省砀山县南,503,今安徽省砀山县南,0,,Single,[{'county': 341321}],County,[],['安徽'],['宿州'],['砀山'],南,POINT (116.4257130719204 34.371440427111274),116.4257131,34.37144043
504,504,347,砀郡,砀山县,504,砀山县,0,,Single,[{'county': 341321}],County,[],['安徽'],['宿州'],['砀山'],,POINT (116.39484781184449 34.45959627360875),116.3948478,34.45959627
505,505,348,睢阳,河南省商丘市南,505,河南省商丘市南,1,﻿睢阳,Single,[{'city': 4114}],City,[],['河南'],['商丘'],['NA'],南,POINT (116.3184767708963 33.99810767389116),116.3184768,33.99810767
506,506,350,新都,安徽省太和县北,506,安徽省太和县北,0,,Single,[{'county': 341222}],County,[],['安徽'],['阜阳'],['太和'],北,POINT (115.61875685195962 33.471821857026576),115.6187569,33.47182186
507,507,351,鲁县,山东省曲阜市,507,山东省曲阜市,1,﻿鲁,Single,[{'county': 370881}],County,[],['山东'],['济宁'],['曲阜'],,POINT (116.99474316451168 35.64159953406138),116.9947432,35.64159953
508,508,351,薛郡,山东省曲阜市,508,山东省曲阜市,0,,Single,[{'county': 370881}],County,[],['山东'],['济宁'],['曲阜'],,POINT (116.99474316451168 35.64159953406138),116.9947432,35.64159953
509,509,356,沛县,今江苏省沛县,509,今江苏省沛县,1,﻿沛,Single,[{'province': 32}],Province,[],['江苏'],['NA'],['NA'],,POINT (119.57166752700992 32.97528466676129),119.5716675,32.97528467
510,510,357,相邑,安徽省濉溪县西北,510,安徽省濉溪县西北,0,,Single,[{'county': 340621}],County,[],['安徽'],['淮北'],['濉溪'],西北,POINT (116.57588881152267 33.823552352605766),116.5758888,33.82355235
511,511,357,相县,秦泗水郡属县,511,秦泗水郡属县,0,﻿相,Single,[{'county': 370831}],County,[],['山东'],['济宁'],['泗水'],,POINT (117.36001798344226 35.635737134069494),117.360018,35.63573713
512,512,363,临湘,湖南省长沙市,512,湖南省长沙市,1,﻿临湘,Single,[{'city': 4301}],City,[],['湖南'],['长沙'],['NA'],,POINT (113.23717406485466 28.25916147386988),113.2371741,28.25916147
513,513,363,长沙郡,苍梧郡,513,苍梧郡,0,,Single,[{'county': 450421}],County,[],['广西'],['梧州'],['苍梧'],,POINT (111.33281386417924 23.788818351915637),111.3328139,23.78881835
514,514,364,罗国,湖北省宜城市西,514,湖北省宜城市西,0,﻿罗,Single,[{'county': 420684}],County,[],['湖北'],['襄阳'],['宜城'],西,POINT (112.23467620020536 31.69772409610549),112.2346762,31.6977241
515,515,364,罗国,湖北省枝江市东北,515,湖北省枝江市东北,0,﻿罗,Single,[{'county': 420583}],County,[],['湖北'],['宜昌'],['枝江'],东北,POINT (111.81820769595436 30.54769792034666),111.8182077,30.54769792
516,516,364,罗县,湖南省汨罗市西北,516,湖南省汨罗市西北,1,﻿罗,Single,[{'county': 430681}],County,[],['湖南'],['岳阳'],['汨罗'],西北,POINT (112.99792683337265 28.90980907172605),112.9979268,28.90980907
517,517,366,吴,江苏省苏州市,517,江苏省苏州市,1,﻿吴,Single,[{'city': 3205}],City,[],['江苏'],['苏州'],['NA'],,POINT (120.7126511410452 31.39026754301627),120.7126511,31.39026754
518,518,366,会稽郡,浙江省,518,浙江省,0,,Single,[{'province': 33}],Province,[],['浙江'],['NA'],['NA'],,POINT (119.80666580931562 29.181942315057363),119.8066658,29.18194232
519,519,370,迁陵,湖南龙山里耶城址,519,湖南龙山里耶城址,1,﻿迁陵,Single,[{'county': 433130}],County,[],['湖南'],['湘西'],['龙山'],,POINT (109.4644996674964 29.205797833243768),109.4644997,29.20579783
520,520,371,酉阳,湖南省永顺县南,520,湖南省永顺县南,1,﻿酉阳,Single,[{'county': 433127}],County,[],['湖南'],['湘西'],['永顺'],南,POINT (110.0295450795394 28.843204184669364),110.0295451,28.84320418
